City,State,Year,City Totals,Rank
San Joaquin,California,1998,45,13.0
San Joaquin,California,2000,43,10.0
San Joaquin,California,1983,42,13.0
San Joaquin,California,1999,42,13.0
San Joaquin,California,2008,35,15.0
San Luis Obispo,California,1980,16,22.0
San Luis Obispo,California,1986,15,22.0
San Luis Obispo,California,1990,11,26.0
San Luis Obispo,California,1994,11,24.0
San Luis Obispo,California,1983,10,24.0
San Luis Obispo,California,1984,10,24.0
San Luis Obispo,California,1992,10,26.0
San Luis Obispo,California,1982,9,27.0
San Luis Obispo,California,1985,9,27.0
San Luis Obispo,California,1995,9,26.0
San Luis Obispo,California,1987,8,29.0
San Luis Obispo,California,1998,8,26.0
San Luis Obispo,California,2003,8,28.0
San Luis Obispo,California,2001,7,25.0
San Luis Obispo,California,2006,7,27.0
San Luis Obispo,California,1989,6,29.0
San Luis Obispo,California,2010,6,26.0
San Luis Obispo,California,2012,6,27.0
San Luis Obispo,California,1981,5,35.0
San Luis Obispo,California,1996,5,31.0
San Luis Obispo,California,1997,5,31.0
San Luis Obispo,California,2002,5,28.0
San Luis Obispo,California,2007,5,31.0
San Luis Obispo,California,2009,5,28.0
San Luis Obispo,California,2011,5,30.0
San Luis Obispo,California,2013,5,31.0
San Luis Obispo,California,1991,4,40.0
San Luis Obispo,California,1999,4,30.0
San Luis Obispo,California,2005,4,30.0
San Luis Obispo,California,2008,4,33.0
San Luis Obispo,California,1988,3,43.0
San Luis Obispo,California,2000,3,38.0
San Luis Obispo,California,2014,3,38.0
San Luis Obispo,California,2004,2,40.0
San Mateo,California,1992,56,13.0
San Mateo,California,1991,48,14.0
San Mateo,California,1986,44,14.0
San Mateo,California,1990,41,14.0
San Mateo,California,1982,40,14.0
San Mateo,California,1995,38,15.0
San Mateo,California,1980,37,15.0
San Mateo,California,1993,36,16.0
San Mateo,California,1989,35,14.0
San Mateo,California,1983,34,14.0
San Mateo,California,2005,33,16.0
San Mateo,California,1987,32,16.0
San Mateo,California,1988,31,15.0
San Mateo,California,1984,30,15.0
San Mateo,California,1985,29,14.0
San Mateo,California,1994,29,18.0
San Mateo,California,1981,28,15.0
San Mateo,California,1997,28,17.0
San Mateo,California,2004,28,18.0
San Mateo,California,2002,26,16.0
San Mateo,California,1998,23,17.0
San Mateo,California,2006,23,18.0
San Mateo,California,2003,21,19.0
San Mateo,California,2010,21,19.0
San Mateo,California,2001,19,18.0
San Mateo,California,1999,18,18.0
San Mateo,California,2008,18,20.0
San Mateo,California,2009,17,20.0
San Mateo,California,2011,17,18.0
San Mateo,California,2007,15,20.0
San Mateo,California,2014,13,21.0
San Mateo,California,2000,12,20.0
San Mateo,California,2013,12,22.0
San Mateo,California,1996,11,24.0
San Mateo,California,2012,10,21.0
Santa Barbara,California,1988,24,18.0
Santa Barbara,California,2014,22,19.0
Santa Barbara,California,1980,19,19.0
Santa Barbara,California,1981,19,20.0
Santa Barbara,California,1985,19,18.0
Santa Barbara,California,1991,19,21.0
Santa Barbara,California,1983,17,17.0
Santa Barbara,California,1984,17,20.0
Santa Barbara,California,1992,16,20.0
Santa Barbara,California,1982,15,21.0
Santa Barbara,California,1996,15,20.0
Santa Barbara,California,2006,14,22.0
Santa Barbara,California,2008,14,21.0
Santa Barbara,California,1986,13,24.0
Santa Barbara,California,1987,13,25.0
Santa Barbara,California,2001,13,21.0
Santa Barbara,California,1993,12,24.0
Santa Barbara,California,1990,11,26.0
Santa Barbara,California,1994,11,24.0
Santa Barbara,California,1995,11,23.0
Santa Barbara,California,1998,11,23.0
Santa Barbara,California,2000,11,21.0
Santa Barbara,California,2007,11,22.0
Santa Barbara,California,2009,11,21.0
Santa Barbara,California,2010,11,22.0
Santa Barbara,California,1997,10,22.0
Santa Barbara,California,2005,10,22.0
Santa Barbara,California,2011,10,23.0
Santa Barbara,California,2002,8,23.0
Santa Barbara,California,2004,8,22.0
Santa Barbara,California,2012,8,24.0
Santa Barbara,California,1989,7,27.0
Santa Barbara,California,2013,6,27.0
Santa Barbara,California,1999,5,28.0
Santa Barbara,California,2003,4,34.0
Santa Clara,California,1980,105,8.0
Santa Clara,California,1981,93,7.0
Santa Clara,California,1985,92,6.0
Santa Clara,California,1991,83,11.0
Santa Clara,California,1984,79,8.0
Santa Clara,California,1983,78,8.0
Santa Clara,California,1988,72,10.0
Santa Clara,California,1992,72,12.0
Santa Clara,California,1982,70,10.0
Santa Clara,California,1993,68,13.0
Santa Clara,California,1989,66,11.0
Santa Clara,California,1986,65,10.0
Santa Clara,California,1997,63,13.0
Santa Clara,California,1990,61,13.0
Santa Clara,California,1994,61,13.0
Santa Clara,California,2011,60,10.0
Santa Clara,California,2012,59,12.0
Santa Clara,California,2013,59,9.0
Santa Clara,California,1995,58,13.0
Santa Clara,California,1987,52,13.0
Santa Clara,California,1996,52,13.0
Santa Clara,California,2003,50,12.0
Santa Clara,California,2005,50,14.0
Santa Clara,California,2008,50,12.0
Santa Clara,California,1998,49,12.0
Santa Clara,California,2009,47,14.0
Santa Clara,California,2007,46,13.0
Santa Clara,California,1999,44,12.0
Santa Clara,California,2004,43,14.0
Santa Clara,California,2014,42,13.0
Santa Clara,California,2001,41,13.0
Santa Clara,California,2002,41,13.0
Santa Clara,California,2006,40,14.0
Santa Clara,California,2000,38,13.0
Santa Clara,California,2010,27,17.0
Santa Cruz,California,1985,18,20.0
Santa Cruz,California,1986,18,21.0
Santa Cruz,California,1991,16,22.0
Santa Cruz,California,2001,16,19.0
Santa Cruz,California,2006,16,20.0
Santa Cruz,California,1983,15,19.0
Santa Cruz,California,1987,15,23.0
Santa Cruz,California,1981,14,21.0
Santa Cruz,California,1984,14,22.0
Santa Cruz,California,2010,14,21.0
Santa Cruz,California,2003,13,21.0
Santa Cruz,California,1989,12,24.0
Santa Cruz,California,2013,12,22.0
Santa Cruz,California,1980,11,26.0
Santa Cruz,California,1988,11,22.0
Santa Cruz,California,1990,11,26.0
Santa Cruz,California,2011,11,21.0
Santa Cruz,California,1996,10,25.0
Santa Cruz,California,1998,10,24.0
Santa Cruz,California,2009,10,23.0
Santa Cruz,California,2012,10,21.0
Santa Cruz,California,2014,10,25.0
Santa Cruz,California,1993,9,28.0
Santa Cruz,California,1982,8,29.0
Santa Cruz,California,1995,8,29.0
Santa Cruz,California,2000,8,23.0
Santa Cruz,California,2002,8,23.0
Santa Cruz,California,2008,8,24.0
Santa Cruz,California,1992,6,31.0
Santa Cruz,California,1994,6,32.0
Santa Cruz,California,2004,6,26.0
Santa Cruz,California,2005,6,26.0
Santa Cruz,California,2007,6,28.0
Santa Cruz,California,1997,5,31.0
Santa Cruz,California,1999,4,30.0
Shasta,California,1999,16,19.0
Shasta,California,1987,14,24.0
Shasta,California,1986,13,24.0
Shasta,California,1993,13,23.0
Shasta,California,1994,12,23.0
Shasta,California,2013,12,22.0
Shasta,California,1981,11,22.0
Shasta,California,1985,11,25.0
Shasta,California,1988,11,22.0
Shasta,California,1991,11,25.0
Shasta,California,2007,11,22.0
Shasta,California,2014,11,24.0
Shasta,California,1983,9,26.0
Shasta,California,1992,9,27.0
Shasta,California,1996,9,27.0
Shasta,California,2006,9,25.0
Shasta,California,2012,9,23.0
Shasta,California,1995,8,29.0
Shasta,California,1997,8,24.0
Shasta,California,1998,8,26.0
Shasta,California,2003,8,28.0
Shasta,California,2011,8,25.0
Shasta,California,1984,7,30.0
Shasta,California,1980,6,36.0
Shasta,California,1990,6,34.0
Shasta,California,2001,6,27.0
Shasta,California,2002,6,27.0
Shasta,California,1982,5,32.0
Shasta,California,2004,5,29.0
Shasta,California,2009,5,28.0
Shasta,California,1989,4,35.0
Shasta,California,2000,4,33.0
Shasta,California,2005,4,30.0
Shasta,California,2008,4,33.0
Shasta,California,2010,4,31.0
Sierra,California,1985,4,41.0
Sierra,California,1984,2,49.0
Sierra,California,1987,2,45.0
Sierra,California,1981,1,46.0
Sierra,California,1982,1,50.0
Sierra,California,1988,1,50.0
Sierra,California,1989,1,44.0
Sierra,California,1993,1,49.0
Sierra,California,1995,1,46.0
Sierra,California,1999,1,43.0
Sierra,California,2003,1,46.0
Siskiyou,California,1987,8,29.0
Siskiyou,California,1982,7,30.0
Siskiyou,California,1986,7,31.0
Siskiyou,California,1983,6,33.0
Siskiyou,California,1995,6,33.0
Siskiyou,California,1992,5,35.0
Siskiyou,California,2005,5,27.0
Siskiyou,California,2012,5,29.0
Siskiyou,California,2002,4,34.0
Siskiyou,California,1984,3,43.0
Siskiyou,California,1985,3,43.0
Siskiyou,California,1988,3,43.0
Siskiyou,California,1990,3,43.0
Siskiyou,California,1991,3,42.0
Siskiyou,California,1998,3,39.0
Siskiyou,California,2007,3,39.0
Siskiyou,California,1993,2,41.0
Siskiyou,California,1996,2,39.0
Siskiyou,California,2003,2,38.0
Siskiyou,California,2011,2,42.0
Siskiyou,California,2013,2,41.0
Siskiyou,California,2014,2,44.0
Siskiyou,California,1980,1,51.0
Siskiyou,California,1981,1,46.0
Siskiyou,California,1989,1,44.0
Siskiyou,California,2000,1,46.0
Siskiyou,California,2001,1,41.0
Siskiyou,California,2004,1,44.0
Siskiyou,California,2008,1,42.0
Siskiyou,California,2009,1,42.0
Siskiyou,California,2010,1,42.0
Solano,California,1994,47,14.0
Solano,California,2010,38,15.0
Solano,California,2012,36,16.0
Solano,California,2013,36,17.0
Solano,California,1991,35,17.0
Solano,California,2007,34,15.0
Solano,California,1987,33,15.0
Solano,California,1995,31,17.0
Solano,California,2005,31,18.0
Solano,California,2011,31,17.0
Solano,California,1992,30,19.0
Solano,California,2014,28,18.0
Solano,California,1993,27,19.0
Solano,California,2003,26,18.0
Solano,California,1988,25,17.0
Solano,California,1989,25,17.0
Solano,California,1996,24,17.0
Solano,California,2008,24,18.0
Solano,California,2000,23,16.0
Solano,California,2004,23,19.0
Solano,California,1986,22,20.0
Solano,California,1984,20,18.0
Solano,California,2009,20,19.0
Solano,California,1982,19,20.0
Solano,California,1998,19,19.0
Solano,California,1980,17,21.0
Solano,California,1990,17,20.0
Solano,California,2002,17,20.0
Solano,California,1999,16,19.0
Solano,California,1997,15,21.0
Solano,California,2006,15,21.0
Solano,California,2001,14,20.0
Solano,California,1985,13,24.0
Solano,California,1983,12,22.0
Solano,California,1981,11,22.0
Sonoma,California,1986,25,17.0
Sonoma,California,1993,24,20.0
Sonoma,California,1989,22,20.0
Sonoma,California,1981,20,19.0
Sonoma,California,1987,20,18.0
Sonoma,California,1988,20,19.0
Sonoma,California,1991,20,20.0
Sonoma,California,1984,19,19.0
Sonoma,California,1990,19,19.0
Sonoma,California,1994,19,20.0
Sonoma,California,1996,19,19.0
Sonoma,California,2004,19,20.0
Sonoma,California,1995,18,20.0
Sonoma,California,1997,17,19.0
Sonoma,California,1980,16,22.0
Sonoma,California,2002,16,21.0
Sonoma,California,1985,15,23.0
Sonoma,California,1983,14,20.0
Sonoma,California,2000,14,19.0
Sonoma,California,2003,13,21.0
Sonoma,California,2006,13,24.0
Sonoma,California,1998,12,21.0
Sonoma,California,2001,12,23.0
Sonoma,California,2007,12,21.0
Sonoma,California,2008,12,22.0
Sonoma,California,1982,11,24.0
Sonoma,California,2011,11,21.0
Sonoma,California,2009,9,24.0
Sonoma,California,2013,9,25.0
Sonoma,California,1999,8,23.0
Sonoma,California,2005,8,24.0
Sonoma,California,1992,7,29.0
Sonoma,California,2014,7,27.0
Sonoma,California,2010,6,26.0
Sonoma,California,2012,5,29.0
Stanislaus,California,2009,48,13.0
Stanislaus,California,2004,47,13.0
Stanislaus,California,2012,44,15.0
Stanislaus,California,1992,40,15.0
Stanislaus,California,1995,37,16.0
Stanislaus,California,2001,37,14.0
Stanislaus,California,2011,34,16.0
Stanislaus,California,2013,34,18.0
Stanislaus,California,2014,34,16.0
Stanislaus,California,2005,33,16.0
Stanislaus,California,1997,32,16.0
Stanislaus,California,2010,32,16.0
Stanislaus,California,1980,31,17.0
Stanislaus,California,1993,31,17.0
Stanislaus,California,1996,31,15.0
Stanislaus,California,2003,31,16.0
Stanislaus,California,2008,31,16.0
Stanislaus,California,2006,30,16.0
Stanislaus,California,1994,29,18.0
Stanislaus,California,1990,28,16.0
Stanislaus,California,1998,28,16.0
Stanislaus,California,2007,28,17.0
Stanislaus,California,1991,26,18.0
Stanislaus,California,1999,26,15.0
Stanislaus,California,1986,23,19.0
Stanislaus,California,1989,23,18.0
Stanislaus,California,1981,22,18.0
Stanislaus,California,1982,21,19.0
Stanislaus,California,1987,21,17.0
Stanislaus,California,1985,18,20.0
Stanislaus,California,1988,18,20.0
Stanislaus,California,2000,18,17.0
Stanislaus,California,2002,18,18.0
Stanislaus,California,1983,16,18.0
Stanislaus,California,1984,16,21.0
Sutter,California,1991,8,31.0
Sutter,California,2002,8,23.0
Sutter,California,1980,7,33.0
Sutter,California,1981,7,28.0
Sutter,California,1987,7,33.0
Sutter,California,2012,7,25.0
Sutter,California,1982,6,31.0
Sutter,California,1989,6,29.0
Sutter,California,1990,6,34.0
Sutter,California,1996,6,30.0
Sutter,California,1985,5,36.0
Sutter,California,1988,5,35.0
Sutter,California,1997,5,31.0
Sutter,California,1999,5,28.0
Sutter,California,2001,5,31.0
Sutter,California,2006,5,33.0
Sutter,California,2010,5,28.0
Sutter,California,2014,5,33.0
Sutter,California,1992,4,38.0
Sutter,California,2007,4,37.0
Sutter,California,2008,4,33.0
Sutter,California,2011,4,33.0
Sutter,California,2013,4,36.0
Sutter,California,1983,3,42.0
Sutter,California,1986,3,41.0
Sutter,California,1994,3,37.0
Sutter,California,2003,3,36.0
Sutter,California,2004,3,35.0
Sutter,California,2005,3,37.0
Sutter,California,1993,2,41.0
Sutter,California,1995,2,42.0
Sutter,California,2000,2,43.0
Sutter,California,2009,2,39.0
Sutter,California,1984,1,50.0
Sutter,California,1998,1,43.0
Tehama,California,1995,6,33.0
Tehama,California,2006,6,29.0
Tehama,California,2014,6,29.0
Tehama,California,1980,5,38.0
Tehama,California,1984,5,35.0
Tehama,California,1985,5,36.0
Tehama,California,1998,5,35.0
Tehama,California,2000,5,27.0
Tehama,California,2013,5,31.0
Tehama,California,1983,4,39.0
Tehama,California,1988,4,39.0
Tehama,California,2004,4,33.0
Tehama,California,1981,3,41.0
Tehama,California,1982,3,39.0
Tehama,California,1987,3,43.0
Tehama,California,1990,3,43.0
Tehama,California,1996,3,35.0
Tehama,California,2001,3,37.0
Tehama,California,2005,3,37.0
Tehama,California,2009,3,34.0
Tehama,California,2012,3,35.0
Tehama,California,1989,2,40.0
Tehama,California,1991,2,44.0
Tehama,California,1992,2,43.0
Tehama,California,1994,2,40.0
Tehama,California,2002,2,39.0
Tehama,California,2011,2,42.0
Tehama,California,1993,1,49.0
Tehama,California,1997,1,45.0
Tehama,California,1999,1,43.0
Tehama,California,2003,1,46.0
Tehama,California,2007,1,45.0
Tehama,California,2010,1,42.0
Trinity,California,1997,4,36.0
Trinity,California,2012,4,33.0
Trinity,California,1982,3,39.0
Trinity,California,1984,3,43.0
Trinity,California,2011,3,36.0
Trinity,California,2014,3,38.0
Trinity,California,1985,2,46.0
Trinity,California,1988,2,46.0
Trinity,California,1993,2,41.0
Trinity,California,1994,2,40.0
Trinity,California,2000,2,43.0
Trinity,California,2013,2,41.0
Trinity,California,1981,1,46.0
Trinity,California,1983,1,47.0
Trinity,California,1987,1,50.0
Trinity,California,1991,1,48.0
Trinity,California,1995,1,46.0
Trinity,California,1996,1,44.0
Trinity,California,1999,1,43.0
Trinity,California,2003,1,46.0
Trinity,California,2004,1,44.0
Trinity,California,2005,1,45.0
Trinity,California,2007,1,45.0
Trinity,California,2010,1,42.0
Tulare,California,2005,58,13.0
Tulare,California,2006,50,13.0
Tulare,California,1994,47,14.0
Tulare,California,2008,43,13.0
Tulare,California,2013,43,15.0
Tulare,California,1995,41,14.0
Tulare,California,2010,40,14.0
Tulare,California,2007,39,14.0
Tulare,California,2011,39,14.0
Tulare,California,1984,38,14.0
Tulare,California,1991,38,16.0
Tulare,California,1992,38,16.0
Tulare,California,2014,38,15.0
Tulare,California,1987,36,14.0
Tulare,California,2012,36,16.0
Tulare,California,1982,35,15.0
Tulare,California,1980,34,16.0
Tulare,California,1981,33,14.0
Tulare,California,1997,33,15.0
Tulare,California,2002,33,14.0
Tulare,California,2003,33,15.0
Tulare,California,1988,32,14.0
Tulare,California,2009,32,16.0
Tulare,California,1983,30,15.0
Tulare,California,2004,30,17.0
Tulare,California,1990,28,16.0
Tulare,California,1993,28,18.0
Tulare,California,1985,27,15.0
Tulare,California,1989,27,15.0
Tulare,California,2001,27,16.0
Tulare,California,1986,25,17.0
Tulare,California,1999,25,16.0
Tulare,California,1996,24,17.0
Tulare,California,1998,23,17.0
Tulare,California,2000,18,17.0
Tuolumne,California,1991,7,32.0
Tuolumne,California,1987,4,39.0
Tuolumne,California,1993,4,35.0
Tuolumne,California,2003,4,34.0
Tuolumne,California,1990,3,43.0
Tuolumne,California,1994,3,37.0
Tuolumne,California,2005,3,37.0
Tuolumne,California,1980,2,46.0
Tuolumne,California,1982,2,45.0
Tuolumne,California,1983,2,43.0
Tuolumne,California,1999,2,38.0
Tuolumne,California,2000,2,43.0
Tuolumne,California,2002,2,39.0
Tuolumne,California,2004,2,40.0
Tuolumne,California,1984,1,50.0
Tuolumne,California,1985,1,51.0
Tuolumne,California,1988,1,50.0
Tuolumne,California,1992,1,47.0
Tuolumne,California,1995,1,46.0
Tuolumne,California,1996,1,44.0
Tuolumne,California,2001,1,41.0
Tuolumne,California,2007,1,45.0
Tuolumne,California,2008,1,42.0
Tuolumne,California,2009,1,42.0
Tuolumne,California,2010,1,42.0
Tuolumne,California,2011,1,48.0
Tuolumne,California,2014,1,47.0
Ventura,California,1993,49,14.0
Ventura,California,2003,48,13.0
Ventura,California,1986,44,14.0
Ventura,California,1991,41,15.0
Ventura,California,2013,41,16.0
Ventura,California,1980,40,14.0
Ventura,California,1982,34,16.0
Ventura,California,1996,34,14.0
Ventura,California,2004,34,16.0
Ventura,California,2005,34,15.0
Ventura,California,1998,32,14.0
Ventura,California,2006,32,15.0
Ventura,California,1992,31,18.0
Ventura,California,2008,31,16.0
Ventura,California,2009,31,17.0
Ventura,California,1994,30,17.0
Ventura,California,1995,30,18.0
Ventura,California,2001,30,15.0
Ventura,California,1984,29,16.0
Ventura,California,1988,28,16.0
Ventura,California,1997,28,17.0
Ventura,California,2000,27,15.0
Ventura,California,1981,26,16.0
Ventura,California,1983,25,16.0
Ventura,California,2012,24,18.0
Ventura,California,1989,23,18.0
Ventura,California,1985,22,17.0
Ventura,California,1999,22,17.0
Ventura,California,2002,22,17.0
Ventura,California,2014,21,20.0
Ventura,California,1987,20,18.0
Ventura,California,1990,20,18.0
Ventura,California,2010,20,20.0
Ventura,California,2007,18,18.0
Ventura,California,2011,16,19.0
Yolo,California,1989,13,23.0
Yolo,California,1990,12,24.0
Yolo,California,1993,11,25.0
Yolo,California,1980,10,28.0
Yolo,California,1983,10,24.0
Yolo,California,1986,10,27.0
Yolo,California,1988,10,25.0
Yolo,California,1991,10,27.0
Yolo,California,1994,10,26.0
Yolo,California,1995,10,24.0
Yolo,California,1984,9,26.0
Yolo,California,1987,9,28.0
Yolo,California,1985,8,29.0
Yolo,California,1998,8,26.0
Yolo,California,2004,8,22.0
Yolo,California,2009,8,26.0
Yolo,California,1996,7,29.0
Yolo,California,1981,6,30.0
Yolo,California,1997,6,29.0
Yolo,California,1999,6,25.0
Yolo,California,2000,6,26.0
Yolo,California,2003,6,31.0
Yolo,California,2013,6,27.0
Yolo,California,2014,6,29.0
Yolo,California,1992,5,35.0
Yolo,California,2001,5,31.0
Yolo,California,2002,5,28.0
Yolo,California,2011,5,30.0
Yolo,California,1982,4,34.0
Yolo,California,2005,4,30.0
Yolo,California,2006,4,34.0
Yolo,California,2007,4,37.0
Yolo,California,2008,4,33.0
Yolo,California,2010,3,34.0
Yuba,California,1989,14,22.0
Yuba,California,1990,8,33.0
Yuba,California,2005,8,24.0
Yuba,California,1980,7,33.0
Yuba,California,1983,7,29.0
Yuba,California,2012,7,25.0
Yuba,California,1981,6,30.0
Yuba,California,1998,6,33.0
Yuba,California,2008,6,30.0
Yuba,California,1985,5,36.0
Yuba,California,1986,5,39.0
Yuba,California,1991,5,38.0
Yuba,California,2003,5,32.0
Yuba,California,2004,5,29.0
Yuba,California,1982,4,34.0
Yuba,California,1987,4,39.0
Yuba,California,1992,4,38.0
Yuba,California,1995,4,39.0
Yuba,California,1997,4,36.0
Yuba,California,2011,4,33.0
Yuba,California,1984,3,43.0
Yuba,California,1988,3,43.0
Yuba,California,1993,3,39.0
Yuba,California,1994,3,37.0
Yuba,California,2000,3,38.0
Yuba,California,2001,3,37.0
Yuba,California,2006,3,36.0
Yuba,California,2009,3,34.0
Yuba,California,2013,3,39.0
Yuba,California,1996,2,39.0
Yuba,California,1999,2,38.0
Yuba,California,2010,2,38.0
Yuba,California,2014,2,44.0
Yuba,California,2002,1,44.0
