State,Year,TotalHomicide,Rank,Population,"In 10,000",Per Capita Rank
Kentucky,2012,211.0,22.0,4386346,0.48103820355256977,21.0
Kentucky,2013,174.0,24.0,4404659,0.395036255928098,27.0
Kentucky,2014,168.0,26.0,4414349,0.3805770681022276,27.0
Louisiana,1980,549.0,10.0,4223101,1.2999925883846966,7.0
Louisiana,1981,650.0,9.0,4283303,1.5175204742695063,6.0
Louisiana,1982,670.0,9.0,4352608,1.5393070085796838,3.0
Louisiana,1983,580.0,9.0,4395316,1.3195865780753875,4.0
Louisiana,1984,521.0,8.0,4400477,1.1839625567864573,4.0
Louisiana,1985,453.0,10.0,4408118,1.0276494413262076,7.0
Louisiana,1986,529.0,10.0,4406919,1.200385121668903,5.0
Louisiana,1987,382.0,13.0,4344148,0.8793438897569789,11.0
Louisiana,1988,452.0,12.0,4288863,1.0538923719410016,7.0
Louisiana,1989,586.0,10.0,4252894,1.3778852705945646,2.0
Louisiana,1990,611.0,10.0,4219179,1.4481490356299176,3.0
Louisiana,1991,332.0,18.0,4240950,0.7828434666760985,20.0
Louisiana,1992,690.0,9.0,4270849,1.6156038295898545,2.0
Louisiana,1993,800.0,8.0,4284749,1.8670871969396574,2.0
Louisiana,1994,865.0,7.0,4306500,2.0085916637640775,2.0
Louisiana,1995,750.0,7.0,4327978,1.7329108419682355,2.0
Louisiana,1996,737.0,6.0,4338763,1.6986408338044738,1.0
Louisiana,1997,675.0,8.0,4351390,1.5512284580329505,2.0
Louisiana,1998,567.0,9.0,4362758,1.2996366060184865,1.0
Louisiana,1999,482.0,10.0,4372035,1.102461439581339,1.0
Louisiana,2000,558.0,9.0,4471885,1.2477959518189758,1.0
Louisiana,2001,511.0,10.0,4477875,1.1411662898138069,1.0
Louisiana,2002,577.0,9.0,4497267,1.2830014317584437,2.0
Louisiana,2003,601.0,9.0,4521042,1.3293395637554353,2.0
Louisiana,2004,586.0,7.0,4552238,1.2872789164362672,2.0
Louisiana,2005,433.0,16.0,4576628,0.9461114165276269,3.0
Louisiana,2006,516.0,11.0,4302665,1.199256739718291,2.0
Louisiana,2007,607.0,8.0,4375581,1.387244345379505,2.0
Louisiana,2008,396.0,15.0,4435586,0.8927794433475081,1.0
Louisiana,2009,520.0,8.0,4491648,1.15770425465219,2.0
Louisiana,2010,493.0,8.0,4544532,1.0848201751027389,2.0
Louisiana,2011,509.0,8.0,4575625,1.1124163365660429,2.0
Louisiana,2012,511.0,9.0,4600972,1.110634883237716,1.0
Louisiana,2013,478.0,8.0,4624527,1.0336192220307072,2.0
Louisiana,2014,452.0,11.0,4644013,0.973296155717049,2.0
Massachusetts,1980,223.0,23.0,5746075,0.3880910012486784,38.0
Massachusetts,1981,203.0,28.0,5768685,0.35189995640254235,40.0
Massachusetts,1982,217.0,24.0,5771222,0.3760035569589941,37.0
Massachusetts,1983,197.0,27.0,5799407,0.3396899027779909,40.0
Massachusetts,1984,196.0,24.0,5840773,0.3355720210321476,39.0
Massachusetts,1985,188.0,25.0,5880733,0.31968803888902964,40.0
Massachusetts,1986,163.0,28.0,5902678,0.27614584430998945,42.0
Massachusetts,1987,145.0,30.0,5935204,0.2443049977726124,44.0
Massachusetts,1988,154.0,27.0,5979982,0.25752585877348794,42.0
Massachusetts,1989,172.0,26.0,6015478,0.2859290649886842,40.0
Massachusetts,1990,186.0,26.0,6018664,0.3090386836680034,39.0
Massachusetts,1991,214.0,27.0,5998652,0.356746815784613,37.0
Massachusetts,1992,180.0,30.0,5993474,0.3003266552920727,40.0
Massachusetts,1993,210.0,30.0,6010884,0.3493662496231835,38.0
Massachusetts,1994,205.0,28.0,6031352,0.3398906248549247,38.0
Massachusetts,1995,213.0,28.0,6062335,0.3513497686947356,39.0
Massachusetts,1996,161.0,31.0,6085393,0.26456795805956984,41.0
Massachusetts,1997,126.0,32.0,6115476,0.2060346569915408,41.0
Massachusetts,1998,123.0,31.0,6144407,0.20018205174234066,41.0
Massachusetts,1999,119.0,29.0,6175169,0.19270727651340394,41.0
Massachusetts,2000,119.0,29.0,6361104,0.18707444493911748,38.0
Massachusetts,2001,151.0,27.0,6397634,0.2360247554017626,39.0
Massachusetts,2002,171.0,27.0,6417206,0.26647110907768895,36.0
Massachusetts,2003,143.0,29.0,6422565,0.22265247607459013,40.0
Massachusetts,2004,172.0,28.0,6412281,0.26823528164158744,38.0
Massachusetts,2005,178.0,28.0,6403290,0.27798209982680777,38.0
Massachusetts,2006,188.0,25.0,6410084,0.29328788827104296,36.0
Massachusetts,2007,187.0,26.0,6431559,0.2907537659220727,37.0
Massachusetts,2008,166.0,25.0,6468967,0.2566097492845458,38.0
Massachusetts,2009,173.0,25.0,6517613,0.2654346000598685,37.0
Massachusetts,2010,219.0,20.0,6566307,0.3335208055304146,32.0
Massachusetts,2011,184.0,22.0,6613583,0.27821530326299676,35.0
Massachusetts,2012,122.0,29.0,6663005,0.18310056798696683,43.0
Massachusetts,2013,136.0,28.0,6713315,0.202582479743614,40.0
Massachusetts,2014,132.0,28.0,6762596,0.1951913141048201,45.0
Maryland,1980,432.0,17.0,4227643,1.0218459789532843,20.0
Maryland,1981,452.0,16.0,4261905,1.0605585999687934,10.0
Maryland,1982,452.0,14.0,4282923,1.0553540187390715,12.0
Maryland,1983,386.0,16.0,4313327,0.8949008503180955,13.0
Maryland,1984,375.0,14.0,4365243,0.8590587053229338,13.0
Maryland,1985,360.0,16.0,4413071,0.8157584593585736,18.0
Maryland,1986,406.0,17.0,4486957,0.9048448647936675,15.0
Maryland,1987,372.0,14.0,4565557,0.814796529755296,16.0
Maryland,1988,459.0,11.0,4657904,0.9854217691047303,9.0
Maryland,1989,558.0,11.0,4727301,1.1803775558188487,5.0
Maryland,1990,578.0,11.0,4797431,1.204811491817183,7.0
Maryland,1991,585.0,11.0,4856176,1.2046515612284234,5.0
Maryland,1992,623.0,12.0,4902545,1.2707685498042343,6.0
Maryland,1993,662.0,11.0,4942504,1.3394020520772465,5.0
Maryland,1994,616.0,12.0,4985411,1.235605248995519,5.0
Maryland,1995,622.0,11.0,5023650,1.2381435808625203,3.0
Maryland,1996,598.0,11.0,5057142,1.1824860761275835,3.0
Maryland,1997,522.0,11.0,5092914,1.0249534942078347,4.0
Maryland,1998,528.0,11.0,5130072,1.0292253208142108,3.0
Maryland,1999,442.0,11.0,5171634,0.8546621822039223,5.0
Maryland,2000,462.0,11.0,5311034,0.8698871067291228,2.0
Maryland,2001,485.0,11.0,5374691,0.9023774576064001,3.0
Maryland,2002,546.0,11.0,5440389,1.0036047054723478,3.0
Maryland,2003,542.0,10.0,5496269,0.986123495775043,3.0
Maryland,2004,539.0,9.0,5546935,0.9717077989916955,3.0
Maryland,2005,576.0,8.0,5592379,1.0299731116220843,2.0
Maryland,2006,571.0,8.0,5627367,1.0146841320283537,3.0
Maryland,2007,581.0,9.0,5653408,1.0276986907720087,3.0
Maryland,2008,493.0,10.0,5684965,0.8671997101125511,2.0
Maryland,2009,469.0,13.0,5730388,0.8184437074767014,3.0
Maryland,2010,445.0,13.0,5788645,0.7687463992005038,3.0
Maryland,2011,429.0,12.0,5839419,0.7346621299139521,3.0
Maryland,2012,403.0,15.0,5886992,0.6845601285002596,5.0
Maryland,2013,406.0,13.0,5923188,0.6854416911973754,3.0
Maryland,2014,337.0,16.0,5957283,0.5656941259967002,15.0
Maine,1980,36.0,44.0,1126860,0.3194718066130664,42.0
Maine,1981,36.0,44.0,1133033,0.3177312576067952,41.0
Maine,1982,25.0,45.0,1136684,0.2199379950804269,47.0
Maine,1983,29.0,45.0,1144772,0.2533255530358884,44.0
Maine,1984,21.0,46.0,1155635,0.18171827609928742,48.0
Maine,1985,29.0,45.0,1162936,0.24936883886989483,43.0
Maine,1986,24.0,46.0,1170126,0.20510611677716759,47.0
Maine,1987,33.0,43.0,1184574,0.2785811608223716,41.0
Maine,1988,36.0,40.0,1203840,0.29904306220095694,38.0
Maine,1989,46.0,39.0,1219961,0.37706123392469104,36.0
Maine,1990,18.0,46.0,1231296,0.1461874317791985,47.0
Maine,1991,,,1235439,,
Maine,1992,,,1235748,,
Maine,1993,7.0,50.0,1238256,0.056531121189802434,49.0
Maine,1994,32.0,42.0,1237687,0.2585467892932543,40.0
Maine,1995,26.0,42.0,1237438,0.21011153690124273,43.0
Maine,1996,26.0,41.0,1241436,0.20943488025157964,42.0
Maine,1997,22.0,42.0,1245215,0.1766763169412511,43.0
Maine,1998,27.0,38.0,1247554,0.21642349749990783,39.0
Maine,1999,26.0,39.0,1253040,0.20749537125710274,40.0
Maine,2000,15.0,44.0,1277072,0.11745618101406968,47.0
Maine,2001,21.0,44.0,1285692,0.16333616449351787,44.0
Maine,2002,16.0,45.0,1295960,0.1234606006358221,48.0
Maine,2003,16.0,47.0,1306513,0.12246338153543057,48.0
Maine,2004,18.0,46.0,1313688,0.13701883552258984,48.0
Maine,2005,20.0,45.0,1318787,0.15165451282125164,47.0
Maine,2006,26.0,43.0,1323619,0.19643114823827704,43.0
Maine,2007,26.0,42.0,1327040,0.19592476489028215,45.0
Maine,2008,31.0,39.0,1330509,0.23299353856306118,40.0
Maine,2009,27.0,44.0,1329590,0.2030701193601035,42.0
Maine,2010,27.0,43.0,1327629,0.20337006799339274,42.0
Maine,2011,35.0,41.0,1328284,0.263497866420133,37.0
Maine,2012,33.0,41.0,1327729,0.2485446954913239,37.0
Maine,2013,30.0,42.0,1328009,0.22590208349491606,38.0
Maine,2014,29.0,43.0,1330513,0.21796104209428996,40.0
Michigan,1980,973.0,6.0,9255553,1.0512607944657655,19.0
Michigan,1981,906.0,6.0,9209287,0.983789515952755,15.0
Michigan,1982,889.0,6.0,9115198,0.9752942283864816,14.0
Michigan,1983,902.0,6.0,9047754,0.9969324983857872,10.0
Michigan,1984,899.0,5.0,9049452,0.9934303204216123,9.0
Michigan,1985,1066.0,5.0,9076293,1.1744883070654506,3.0
Michigan,1986,1067.0,5.0,9127775,1.1689595766766818,6.0
Michigan,1987,1153.0,5.0,9187481,1.2549685817037337,2.0
Michigan,1988,1037.0,4.0,9217998,1.1249731232313134,5.0
Michigan,1989,1016.0,5.0,9253295,1.097987257512054,7.0
Michigan,1990,997.0,4.0,9310462,1.0708383751525972,11.0
Michigan,1991,1028.0,5.0,9395022,1.0941964797953638,10.0
Michigan,1992,985.0,6.0,9470323,1.040091240816179,10.0
Michigan,1993,976.0,6.0,9529240,1.024215992041338,13.0
Michigan,1994,946.0,6.0,9584481,0.9870122336305951,16.0
Michigan,1995,834.0,5.0,9659871,0.8633655666830334,16.0
Michigan,1996,720.0,7.0,9739184,0.739281648236649,18.0
Michigan,1997,746.0,6.0,9785450,0.762356355609604,13.0
Michigan,1998,727.0,6.0,9820231,0.7403084509926497,11.0
Michigan,1999,737.0,5.0,9863775,0.7471784382754068,10.0
Michigan,2000,694.0,5.0,9952450,0.6973157363262312,7.0
Michigan,2001,674.0,6.0,9991120,0.6745990439510285,12.0
Michigan,2002,694.0,5.0,10015710,0.6929114361338338,11.0
Michigan,2003,636.0,7.0,10041152,0.6333934592365498,15.0
Michigan,2004,663.0,6.0,10055315,0.6593527900418834,10.0
Michigan,2005,650.0,6.0,10051137,0.6466930059753438,15.0
Michigan,2006,734.0,6.0,10036081,0.731361175741806,9.0
Michigan,2007,674.0,7.0,10001284,0.6739134695105149,16.0
Michigan,2008,553.0,8.0,9946889,0.5559527204938147,20.0
Michigan,2009,646.0,6.0,9901591,0.6524204039532636,11.0
Michigan,2010,606.0,6.0,9877510,0.6135149445558647,9.0
Michigan,2011,668.0,6.0,9882412,0.6759483413563409,5.0
Michigan,2012,731.0,5.0,9897145,0.738596837774934,3.0
Michigan,2013,645.0,6.0,9913065,0.6506564821273744,6.0
Michigan,2014,576.0,7.0,9929848,0.580069302168573,11.0
Minnesota,1980,112.0,36.0,4085017,0.2741726656217098,45.0
Minnesota,1981,87.0,35.0,4111728,0.21158987170357574,47.0
Minnesota,1982,99.0,36.0,4131450,0.23962531314671606,42.0
Minnesota,1983,68.0,38.0,4141456,0.16419346239583374,48.0
Minnesota,1984,76.0,36.0,4157706,0.18279310754536277,47.0
Minnesota,1985,90.0,35.0,4184302,0.2150896374114488,45.0
Minnesota,1986,101.0,36.0,4205212,0.24017814084046177,44.0
Minnesota,1987,109.0,32.0,4235136,0.25737071961797686,42.0
Minnesota,1988,121.0,31.0,4296166,0.2816464726921632,40.0
Minnesota,1989,108.0,32.0,4338057,0.24895938435110465,45.0
Minnesota,1990,65.0,35.0,4387283,0.14815547572381357,46.0
Minnesota,1991,116.0,33.0,4427429,0.2620030722118864,42.0
Minnesota,1992,136.0,33.0,4471503,0.3041482919725202,39.0
Minnesota,1993,140.0,32.0,4521709,0.3096174477393393,40.0
Minnesota,1994,144.0,32.0,4566028,0.3153725732737513,39.0
Minnesota,1995,180.0,30.0,4605445,0.39084171019304326,38.0
Minnesota,1996,162.0,30.0,4647723,0.34855777764724793,37.0
Minnesota,1997,127.0,31.0,4687726,0.2709202713639833,39.0
Minnesota,1998,117.0,32.0,4726411,0.2475451246199283,37.0
Minnesota,1999,131.0,28.0,4775508,0.2743163659237928,35.0
Minnesota,2000,113.0,30.0,4933692,0.22903740241587842,36.0
Minnesota,2001,120.0,29.0,4982796,0.2408286431955071,38.0
Minnesota,2002,116.0,31.0,5018935,0.2311247306450472,39.0
Minnesota,2003,126.0,30.0,5053572,0.2493285937154947,37.0
Minnesota,2004,121.0,32.0,5087713,0.23782788062141083,43.0
Minnesota,2005,120.0,32.0,5119598,0.2343934035445752,42.0
Minnesota,2006,124.0,32.0,5163555,0.24014462903948927,38.0
Minnesota,2007,111.0,32.0,5207203,0.2131662621948866,41.0
Minnesota,2008,106.0,33.0,5247018,0.20201950898586588,42.0
Minnesota,2009,89.0,35.0,5281203,0.1685222098071216,44.0
Minnesota,2010,105.0,34.0,5310828,0.19770928375010452,44.0
Minnesota,2011,82.0,35.0,5346143,0.15338160614110022,47.0
Minnesota,2012,116.0,30.0,5376643,0.21574800484242676,39.0
Minnesota,2013,127.0,29.0,5413479,0.23459959852065557,37.0
Minnesota,2014,110.0,31.0,5451079,0.20179491069566227,44.0
Missouri,1980,531.0,12.0,4921966,1.0788371963560903,13.0
Missouri,1981,511.0,12.0,4932064,1.0360773907232348,12.0
Missouri,1982,465.0,13.0,4929451,0.943309914227771,16.0
Missouri,1983,388.0,15.0,4943733,0.7848320287523618,18.0
Missouri,1984,344.0,15.0,4975278,0.6914186503749137,20.0
Missouri,1985,387.0,14.0,5000268,0.7739585158235518,20.0
Missouri,1986,447.0,13.0,5023068,0.8898943832733301,16.0
Missouri,1987,395.0,12.0,5056696,0.7811424693119776,19.0
Missouri,1988,394.0,15.0,5081736,0.7753255973942763,20.0
Missouri,1989,413.0,15.0,5095830,0.8104665971981012,16.0
Missouri,1990,438.0,16.0,5126370,0.8544057490973145,17.0
Missouri,1991,523.0,12.0,5157770,1.0140041141811287,14.0
Missouri,1992,519.0,14.0,5193686,0.9992902920969808,14.0
Missouri,1993,560.0,13.0,5237757,1.0691599476646205,12.0
Missouri,1994,554.0,14.0,5281206,1.0490028224613848,12.0
Missouri,1995,455.0,17.0,5324610,0.8545226786562772,17.0
Missouri,1996,407.0,16.0,5367888,0.7582125409472031,16.0
Missouri,1997,402.0,15.0,5407113,0.7434651356463235,16.0
Missouri,1998,387.0,16.0,5437562,0.7117160227322467,15.0
Missouri,1999,341.0,16.0,5468338,0.6235898366194628,15.0
Missouri,2000,343.0,16.0,5607285,0.6117042383256781,13.0
Missouri,2001,396.0,15.0,5641142,0.7019855199532294,8.0
Missouri,2002,352.0,16.0,5674825,0.6202834448639385,17.0
Missouri,2003,323.0,18.0,5709403,0.5657334050512812,21.0
Missouri,2004,377.0,17.0,5747741,0.6559098609349308,11.0
Missouri,2005,425.0,17.0,5790300,0.7339861492496071,9.0
Missouri,2006,356.0,19.0,5842704,0.6093069236435732,20.0
Missouri,2007,401.0,16.0,5887612,0.6810910773332209,15.0
Missouri,2008,457.0,12.0,5923916,0.771449156267577,3.0
Missouri,2009,422.0,14.0,5961088,0.7079244594275408,6.0
Missouri,2010,450.0,12.0,5995974,0.750503587907486,4.0
Missouri,2011,402.0,14.0,6010275,0.6688545865205834,6.0
Missouri,2012,423.0,13.0,6024367,0.7021484580869658,4.0
Missouri,2013,405.0,14.0,6040715,0.6704504350892236,4.0
Missouri,2014,439.0,12.0,6056202,0.7248767461851503,3.0
Mississippi,1980,218.0,25.0,2525342,0.8632494133467863,25.0
Mississippi,1981,246.0,22.0,2539036,0.9688716505004261,16.0
Mississippi,1982,232.0,23.0,2556777,0.9073923928445853,18.0
Mississippi,1983,198.0,26.0,2567717,0.7711130159593133,19.0
Mississippi,1984,165.0,28.0,2578051,0.640018370466682,22.0
Mississippi,1985,180.0,27.0,2588102,0.6954903632082508,23.0
Mississippi,1986,170.0,27.0,2593597,0.655460351010585,26.0
Mississippi,1987,178.0,26.0,2588545,0.6876449897529308,22.0
Mississippi,1988,152.0,28.0,2580352,0.589066918001885,22.0
Mississippi,1989,169.0,27.0,2574269,0.6564970482882714,23.0
Mississippi,1990,178.0,27.0,2577426,0.6906114860329646,19.0
Mississippi,1991,219.0,26.0,2591230,0.8451584768623395,16.0
Mississippi,1992,209.0,28.0,2610193,0.8007070741512218,20.0
Mississippi,1993,234.0,27.0,2635574,0.8878521339184557,20.0
Mississippi,1994,232.0,26.0,2663450,0.871050704912801,19.0
Mississippi,1995,201.0,29.0,2690788,0.7469930741477961,21.0
Mississippi,1996,190.0,27.0,2709925,0.7011264149376828,20.0
Mississippi,1997,193.0,28.0,2731826,0.706487162798802,19.0
Mississippi,1998,185.0,25.0,2751335,0.6724008526769732,19.0
Mississippi,1999,151.0,25.0,2768619,0.5453982653445635,21.0
Mississippi,2000,174.0,23.0,2848353,0.6108793397447578,14.0
Mississippi,2001,193.0,25.0,2852994,0.6764823199768384,11.0
Mississippi,2002,194.0,23.0,2858681,0.6786346570323867,13.0
Mississippi,2003,191.0,26.0,2868312,0.6658968759326043,12.0
Mississippi,2004,181.0,27.0,2889010,0.6265121962194661,14.0
Mississippi,2005,164.0,30.0,2905943,0.564360691176668,20.0
Mississippi,2006,180.0,26.0,2904978,0.619626035033656,19.0
Mississippi,2007,154.0,31.0,2928350,0.5258934212098964,23.0
Mississippi,2008,185.0,24.0,2947806,0.6275853974108201,13.0
Mississippi,2009,162.0,28.0,2958774,0.5475240758503352,19.0
Mississippi,2010,174.0,26.0,2970548,0.5857505079870784,13.0
Mississippi,2011,195.0,21.0,2978731,0.6546411878078282,8.0
Mississippi,2012,179.0,24.0,2983816,0.5999029430769189,11.0
Mississippi,2013,147.0,27.0,2988711,0.49185083469094204,19.0
Mississippi,2014,173.0,23.0,2990468,0.5785047691531894,12.0
Montana,1980,29.0,47.0,788752,0.3676694322169706,40.0
Montana,1981,23.0,47.0,795328,0.28918886295968455,44.0
Montana,1982,1.0,51.0,803986,0.012438027527842524,50.0
Montana,1983,23.0,47.0,814031,0.28254452226020876,42.0
Montana,1984,32.0,43.0,820905,0.38981368124204385,35.0
Montana,1985,30.0,44.0,822320,0.3648214806887829,37.0
Montana,1986,2.0,51.0,813739,0.02457790520056185,50.0
Montana,1987,,,805063,,
Montana,1988,19.0,45.0,800202,0.23744004638828697,43.0
Montana,1989,22.0,46.0,799636,0.2751251819577908,42.0
Montana,1990,1.0,50.0,799824,0.012502750605133128,49.0
Montana,1991,18.0,43.0,807837,0.22281722674252355,44.0
Montana,1992,20.0,44.0,822436,0.2431800164389691,44.0
Montana,1993,,,839876,,
Montana,1994,,,854923,,
Montana,1995,19.0,44.0,868522,0.21876244931043773,42.0
Montana,1996,,,876656,,
Montana,1997,16.0,45.0,878706,0.18208593090294137,42.0
Montana,1998,11.0,46.0,879533,0.1250663704488632,45.0
Montana,1999,11.0,48.0,882779,0.12460649834216718,46.0
Montana,2000,12.0,46.0,903773,0.1327767038847144,44.0
Montana,2001,22.0,43.0,906961,0.24256831330123346,37.0
Montana,2002,13.0,48.0,911667,0.14259592592470716,46.0
Montana,2003,22.0,43.0,919630,0.23922664549873318,39.0
Montana,2004,29.0,44.0,930009,0.31182493932854416,33.0
Montana,2005,23.0,44.0,940102,0.24465430346919803,40.0
Montana,2006,21.0,45.0,952692,0.2204280082125178,41.0
Montana,2007,15.0,47.0,964706,0.15548778591612367,47.0
Montana,2008,28.0,41.0,976415,0.28676331273075484,35.0
Montana,2009,28.0,43.0,983982,0.28455805085865393,35.0
Montana,2010,23.0,45.0,990697,0.23215978245618996,39.0
Montana,2011,19.0,46.0,997316,0.1905113324162051,44.0
Montana,2012,23.0,43.0,1003783,0.22913318914546274,38.0
Montana,2013,16.0,47.0,1013569,0.15785802446602057,46.0
Montana,2014,30.0,41.0,1021869,0.2935797054221236,34.0
North Carolina,1980,628.0,9.0,5898980,1.0645908275667997,16.0
North Carolina,1981,541.0,11.0,5956653,0.9082281610159263,19.0
North Carolina,1982,563.0,11.0,6019101,0.9353556286894006,17.0
North Carolina,1983,521.0,10.0,6077056,0.8573230195673694,15.0
North Carolina,1984,495.0,10.0,6164006,0.8030491858703577,17.0
North Carolina,1985,527.0,9.0,6253954,0.8426668952154109,15.0
North Carolina,1986,519.0,11.0,6321578,0.8209975420694011,20.0
North Carolina,1987,523.0,9.0,6403700,0.816715336446117,15.0
North Carolina,1988,507.0,9.0,6480594,0.782335693302188,19.0
North Carolina,1989,589.0,9.0,6565459,0.8971193027022177,13.0
North Carolina,1990,704.0,8.0,6656987,1.0575354886527495,12.0
North Carolina,1991,779.0,6.0,6748135,1.1543930285923445,6.0
North Carolina,1992,728.0,8.0,6831850,1.0655971662141293,8.0
North Carolina,1993,796.0,9.0,6947412,1.1457503887778642,7.0
North Carolina,1994,785.0,8.0,7060959,1.1117470020715317,10.0
North Carolina,1995,714.0,9.0,7185403,0.9936812173235099,10.0
North Carolina,1996,638.0,10.0,7307658,0.8730567303505447,11.0
North Carolina,1997,647.0,9.0,7428672,0.8709497471418849,9.0
North Carolina,1998,633.0,7.0,7545828,0.838874143433961,6.0
North Carolina,1999,575.0,8.0,7650789,0.7515564734565285,8.0
North Carolina,2000,570.0,8.0,8081614,0.7053046582031757,6.0
North Carolina,2001,543.0,9.0,8210122,0.6613787225086302,13.0
North Carolina,2002,572.0,10.0,8326201,0.6869879792716991,12.0
North Carolina,2003,521.0,11.0,8422501,0.6185811079155704,16.0
North Carolina,2004,503.0,10.0,8553152,0.5880872922637176,16.0
North Carolina,2005,593.0,7.0,8705407,0.6811858423161605,12.0
North Carolina,2006,560.0,9.0,8917270,0.6279948908129954,15.0
North Carolina,2007,575.0,10.0,9118037,0.6306181911742625,20.0
North Carolina,2008,587.0,7.0,9309449,0.6305421513131443,12.0
North Carolina,2009,506.0,10.0,9449566,0.5354743276040402,20.0
North Carolina,2010,468.0,11.0,9574323,0.488807407061575,20.0
North Carolina,2011,507.0,9.0,9657592,0.5249755839757986,18.0
North Carolina,2012,503.0,10.0,9749476,0.5159251635677651,18.0
North Carolina,2013,477.0,9.0,9843336,0.4845918091183721,20.0
North Carolina,2014,493.0,8.0,9932887,0.4963310264175964,19.0
North Dakota,1980,9.0,49.0,654380,0.13753476573244902,49.0
North Dakota,1981,15.0,48.0,659505,0.22744330975504357,46.0
North Dakota,1982,6.0,49.0,668972,0.08968985249008928,49.0
North Dakota,1983,15.0,49.0,676688,0.2216678883030289,46.0
North Dakota,1984,13.0,49.0,680497,0.1910368451293687,46.0
North Dakota,1985,7.0,51.0,676980,0.10340039587580135,50.0
North Dakota,1986,7.0,50.0,669512,0.10455376453297326,49.0
North Dakota,1987,10.0,50.0,661136,0.15125480990295492,48.0
North Dakota,1988,13.0,47.0,655331,0.19837303591620112,45.0
North Dakota,1989,3.0,50.0,646351,0.0464144095081465,49.0
North Dakota,1990,5.0,49.0,637364,0.07844810814542397,48.0
North Dakota,1991,4.0,48.0,634199,0.06307168570117581,47.0
North Dakota,1992,12.0,48.0,635427,0.18884938789192152,46.0
North Dakota,1993,11.0,49.0,637229,0.1726224010520551,46.0
North Dakota,1994,1.0,49.0,639762,0.015630812708475963,48.0
North Dakota,1995,5.0,50.0,641548,0.07793649111212254,49.0
North Dakota,1996,11.0,47.0,642858,0.17111088296326715,45.0
North Dakota,1997,7.0,48.0,640945,0.10921373908837732,47.0
North Dakota,1998,7.0,47.0,637808,0.10975089682161404,46.0
North Dakota,1999,7.0,49.0,633666,0.11046829086616608,47.0
North Dakota,2000,4.0,50.0,642023,0.06230306390892538,49.0
North Dakota,2001,9.0,49.0,639062,0.14083140602946193,46.0
North Dakota,2002,5.0,51.0,638168,0.07834927479911245,50.0
North Dakota,2003,8.0,51.0,638817,0.12523148256856032,47.0
North Dakota,2004,8.0,51.0,644705,0.12408776106901606,49.0
North Dakota,2005,11.0,50.0,646089,0.1702551815616734,45.0
North Dakota,2006,7.0,51.0,649422,0.10778815623739264,48.0
North Dakota,2007,13.0,49.0,652822,0.19913544580299072,43.0
North Dakota,2008,3.0,50.0,657569,0.045622588656095406,49.0
North Dakota,2009,9.0,50.0,664968,0.1353448586999675,48.0
North Dakota,2010,9.0,49.0,674715,0.13338965340921724,47.0
North Dakota,2011,14.0,49.0,685225,0.20431245211426902,41.0
North Dakota,2012,14.0,48.0,701176,0.19966456353326414,41.0
North Dakota,2013,11.0,49.0,722036,0.15234697438908862,48.0
North Dakota,2014,15.0,47.0,737401,0.20341713667326192,42.0
Nebraska,1980,58.0,39.0,1572296,0.3688872833105217,39.0
Nebraska,1981,57.0,38.0,1578515,0.36109888091022263,38.0
Nebraska,1982,35.0,42.0,1581780,0.22126970880906321,46.0
Nebraska,1983,44.0,41.0,1584293,0.2777264054060707,43.0
Nebraska,1984,54.0,38.0,1588639,0.33991359899889145,38.0
Nebraska,1985,46.0,40.0,1584664,0.29028235638595945,42.0
Nebraska,1986,55.0,37.0,1574333,0.3493542979788901,38.0
Nebraska,1987,25.0,46.0,1566547,0.15958665778939285,46.0
Nebraska,1988,58.0,34.0,1571477,0.3690795347307024,34.0
Nebraska,1989,40.0,42.0,1574864,0.25399018581921995,44.0
Nebraska,1990,42.0,40.0,1580664,0.26571111887156285,41.0
Nebraska,1991,56.0,36.0,1590805,0.3520230323641176,38.0
Nebraska,1992,44.0,38.0,1602406,0.27458708966391787,43.0
Nebraska,1993,31.0,42.0,1612149,0.19228991861174122,44.0
Nebraska,1994,19.0,44.0,1621551,0.11717176949722827,46.0
Nebraska,1995,21.0,43.0,1635142,0.1284292128757013,47.0
Nebraska,1996,21.0,43.0,1647657,0.1274537115431185,46.0
Nebraska,1997,22.0,42.0,1656042,0.13284687224116296,46.0
Nebraska,1998,25.0,40.0,1660772,0.1505324030029408,43.0
Nebraska,1999,26.0,39.0,1666028,0.15605980211617093,45.0
Nebraska,2000,29.0,41.0,1713820,0.1692126360994737,42.0
Nebraska,2001,19.0,45.0,1719836,0.11047565000383756,49.0
Nebraska,2002,23.0,44.0,1728292,0.13307936390378478,47.0
Nebraska,2003,21.0,44.0,1738643,0.12078385269431391,49.0
Nebraska,2004,30.0,42.0,1749370,0.17149030793942963,46.0
Nebraska,2005,15.0,48.0,1761497,0.08515484272752097,50.0
Nebraska,2006,17.0,46.0,1772693,0.09589928995037493,49.0
Nebraska,2007,23.0,44.0,1783440,0.12896424886735747,49.0
Nebraska,2008,22.0,46.0,1796378,0.1224686563741039,47.0
Nebraska,2009,47.0,37.0,1812683,0.2592841660676467,38.0
Nebraska,2010,58.0,36.0,1829542,0.317019232135693,33.0
Nebraska,2011,71.0,36.0,1840672,0.38572869039133534,29.0
Nebraska,2012,56.0,37.0,1853303,0.30216321885843817,34.0
Nebraska,2013,64.0,35.0,1865279,0.3431122100232727,30.0
