State,Year,TotalHomicide,Rank,Population,"In 10,000",Per Capita Rank
Nebraska,2014,57.0,38.0,1879321,0.30330103266020014,32.0
New Hampshire,1980,24.0,48.0,924250,0.2596700027048959,46.0
New Hampshire,1981,28.0,45.0,936621,0.29894695933573984,43.0
New Hampshire,1982,21.0,47.0,947719,0.22158466802923651,45.0
New Hampshire,1983,19.0,48.0,958134,0.19830211640542972,47.0
New Hampshire,1984,12.0,50.0,976864,0.12284207422937071,50.0
New Hampshire,1985,18.0,48.0,996753,0.18058636392366012,48.0
New Hampshire,1986,24.0,46.0,1025053,0.23413423501028727,45.0
New Hampshire,1987,34.0,42.0,1054289,0.3224922198751955,38.0
New Hampshire,1988,29.0,44.0,1082577,0.2678793286759279,41.0
New Hampshire,1989,36.0,43.0,1104522,0.32593284696909613,39.0
New Hampshire,1990,21.0,45.0,1111831,0.18887762618599407,44.0
New Hampshire,1991,37.0,42.0,1107055,0.3342200703668743,39.0
New Hampshire,1992,19.0,47.0,1112766,0.17074569136727757,47.0
New Hampshire,1993,21.0,45.0,1122191,0.18713391927042722,45.0
New Hampshire,1994,16.0,45.0,1133054,0.1412112750142535,44.0
New Hampshire,1995,17.0,45.0,1145604,0.14839333661544477,46.0
New Hampshire,1996,21.0,43.0,1160768,0.18091470474720184,44.0
New Hampshire,1997,,,1173239,,
New Hampshire,1998,16.0,44.0,1185823,0.13492738798286086,44.0
New Hampshire,1999,20.0,43.0,1201134,0.16650931536364802,44.0
New Hampshire,2000,15.0,44.0,1239882,0.12097925447744222,46.0
New Hampshire,2001,19.0,45.0,1255517,0.15133208072849672,45.0
New Hampshire,2002,14.0,47.0,1269089,0.11031535219358138,49.0
New Hampshire,2003,11.0,49.0,1279840,0.08594824353044131,50.0
New Hampshire,2004,14.0,49.0,1290121,0.10851695306099196,50.0
New Hampshire,2005,18.0,46.0,1298492,0.13862234037637505,49.0
New Hampshire,2006,12.0,48.0,1308389,0.09171584291827584,50.0
New Hampshire,2007,11.0,51.0,1312540,0.08380696969235224,50.0
New Hampshire,2008,13.0,48.0,1315906,0.09879125104680729,48.0
New Hampshire,2009,11.0,49.0,1316102,0.08358014804323678,50.0
New Hampshire,2010,13.0,48.0,1316762,0.09872702887841538,50.0
New Hampshire,2011,17.0,48.0,1320202,0.1287681733552896,49.0
New Hampshire,2012,15.0,47.0,1324232,0.11327320288287852,48.0
New Hampshire,2013,23.0,45.0,1326622,0.1733726713411959,44.0
New Hampshire,2014,16.0,46.0,1333341,0.11999931000396749,48.0
New Jersey,1980,534.0,11.0,7376330,0.7239372425040637,29.0
New Jersey,1981,567.0,10.0,7407472,0.765443325334203,24.0
New Jersey,1982,497.0,12.0,7430968,0.6688226890493945,26.0
New Jersey,1983,415.0,12.0,7467785,0.5557203374226762,29.0
New Jersey,1984,399.0,12.0,7515473,0.5309047081933499,26.0
New Jersey,1985,419.0,11.0,7565528,0.5538278359421841,25.0
New Jersey,1986,407.0,15.0,7622159,0.5339694435657929,29.0
New Jersey,1987,365.0,15.0,7670742,0.4758340197076111,31.0
New Jersey,1988,434.0,13.0,7712333,0.5627350375042156,26.0
New Jersey,1989,406.0,16.0,7726089,0.5254922639384558,28.0
New Jersey,1990,443.0,15.0,7757158,0.5710854413433373,27.0
New Jersey,1991,421.0,15.0,7784269,0.540834341670361,32.0
New Jersey,1992,417.0,17.0,7827770,0.5327187692024676,34.0
New Jersey,1993,433.0,17.0,7874891,0.5498488804479961,31.0
New Jersey,1994,414.0,19.0,7918796,0.5228067499150123,31.0
New Jersey,1995,423.0,18.0,7965523,0.5310385771279551,28.0
New Jersey,1996,352.0,18.0,8009624,0.43947131600684375,31.0
New Jersey,1997,358.0,19.0,8054178,0.4444898039253664,30.0
New Jersey,1998,334.0,19.0,8095542,0.412572746827822,29.0
New Jersey,1999,296.0,18.0,8143412,0.36348400400225356,27.0
New Jersey,2000,298.0,18.0,8430621,0.3534733680947109,26.0
New Jersey,2001,355.0,18.0,8492671,0.4180074796256678,25.0
New Jersey,2002,349.0,17.0,8552643,0.4080609935431656,28.0
New Jersey,2003,421.0,15.0,8601402,0.48945509115839486,25.0
New Jersey,2004,418.0,14.0,8634561,0.4841010446275149,25.0
New Jersey,2005,434.0,15.0,8651974,0.5016196303872388,24.0
New Jersey,2006,447.0,14.0,8661679,0.5160662268828018,24.0
New Jersey,2007,390.0,18.0,8677885,0.4494182626296615,25.0
New Jersey,2008,378.0,16.0,8711090,0.43392962304372934,25.0
New Jersey,2009,334.0,17.0,8755602,0.3814700576842118,31.0
New Jersey,2010,392.0,16.0,8799446,0.44548259060854517,24.0
New Jersey,2011,398.0,15.0,8828117,0.4508322669488862,24.0
New Jersey,2012,405.0,14.0,8844942,0.45788881374236257,23.0
New Jersey,2013,420.0,12.0,8856972,0.4742026959100695,22.0
New Jersey,2014,359.0,14.0,8864525,0.40498503867945546,24.0
New Mexico,1980,141.0,33.0,1309400,1.0768290820223003,14.0
New Mexico,1981,4.0,51.0,1332748,0.03001317578416925,50.0
New Mexico,1982,115.0,34.0,1363823,0.8432179249066778,22.0
New Mexico,1983,81.0,35.0,1394361,0.5809112561237728,27.0
New Mexico,1984,79.0,35.0,1416717,0.5576272466554718,24.0
New Mexico,1985,138.0,30.0,1438361,0.9594253459319323,10.0
New Mexico,1986,145.0,31.0,1462729,0.9912977728615485,10.0
New Mexico,1987,131.0,31.0,1478520,0.8860211562914265,10.0
New Mexico,1988,134.0,30.0,1490337,0.8991254998030647,13.0
New Mexico,1989,108.0,32.0,1503901,0.7181323770647137,21.0
New Mexico,1990,96.0,34.0,1519933,0.6316067879307838,24.0
New Mexico,1991,115.0,34.0,1547115,0.7433190163627138,22.0
New Mexico,1992,101.0,36.0,1580750,0.6389372133480942,28.0
New Mexico,1993,102.0,35.0,1614937,0.6316035857745533,28.0
New Mexico,1994,115.0,33.0,1653329,0.6955663391859696,23.0
New Mexico,1995,120.0,34.0,1682417,0.7132595545575205,22.0
New Mexico,1996,144.0,32.0,1706151,0.844005014796463,12.0
New Mexico,1997,114.0,33.0,1722939,0.6616601052039568,22.0
New Mexico,1998,157.0,27.0,1733535,0.9056638602624117,4.0
New Mexico,1999,147.0,27.0,1739844,0.844903336161173,6.0
New Mexico,2000,126.0,28.0,1821204,0.6918500069185001,8.0
New Mexico,2001,98.0,32.0,1831690,0.5350250315282609,21.0
New Mexico,2002,149.0,29.0,1855309,0.8031007233835442,6.0
New Mexico,2003,113.0,31.0,1877574,0.6018404600830647,17.0
New Mexico,2004,158.0,30.0,1903808,0.8299156217433691,4.0
New Mexico,2005,139.0,31.0,1932274,0.7193596767332169,10.0
New Mexico,2006,111.0,34.0,1962137,0.5657097338259255,21.0
New Mexico,2007,164.0,29.0,1990070,0.8240916148678188,7.0
New Mexico,2008,138.0,30.0,2010662,0.6863411155131992,6.0
New Mexico,2009,156.0,30.0,2036802,0.765906553508883,5.0
New Mexico,2010,142.0,29.0,2064552,0.6878005494654531,5.0
New Mexico,2011,132.0,29.0,2080450,0.6344781177149175,9.0
New Mexico,2012,112.0,31.0,2087309,0.53657604120904,17.0
New Mexico,2013,119.0,30.0,2092273,0.5687594305332048,10.0
New Mexico,2014,128.0,29.0,2089568,0.6125668080675049,8.0
Nevada,1980,154.0,31.0,810215,1.9007300531340448,2.0
Nevada,1981,159.0,30.0,847655,1.875763134765913,2.0
Nevada,1982,130.0,33.0,881537,1.474697034838016,4.0
Nevada,1983,118.0,32.0,901977,1.3082373497328645,5.0
Nevada,1984,97.0,32.0,924922,1.0487370826945408,6.0
Nevada,1985,101.0,34.0,951030,1.0620064561580602,6.0
Nevada,1986,110.0,34.0,980613,1.121747315199778,7.0
Nevada,1987,82.0,36.0,1023376,0.8012695236159535,17.0
Nevada,1988,104.0,32.0,1075022,0.9674220620601253,10.0
Nevada,1989,98.0,34.0,1137382,0.8616278435916869,14.0
Nevada,1990,105.0,32.0,1218629,0.8616240053371453,16.0
Nevada,1991,139.0,32.0,1285046,1.0816733408765133,11.0
Nevada,1992,136.0,33.0,1330694,1.0220230947159903,12.0
Nevada,1993,137.0,33.0,1380197,0.9926119242398005,15.0
Nevada,1994,176.0,31.0,1456388,1.2084691716767784,6.0
Nevada,1995,174.0,31.0,1525777,1.140402562104423,6.0
Nevada,1996,227.0,23.0,1596476,1.4218816944319863,2.0
Nevada,1997,196.0,27.0,1675581,1.169743509863146,3.0
Nevada,1998,184.0,26.0,1743772,1.0551838199030608,2.0
Nevada,1999,174.0,24.0,1809253,0.9617228767894817,2.0
Nevada,2000,135.0,26.0,2018741,0.6687336315059733,9.0
Nevada,2001,197.0,24.0,2098399,0.938810969696421,2.0
Nevada,2002,191.0,24.0,2173791,0.8786493273732388,4.0
Nevada,2003,202.0,24.0,2248850,0.898236876625831,4.0
Nevada,2004,187.0,26.0,2346222,0.7970260273750737,6.0
Nevada,2005,225.0,22.0,2432143,0.9251100778202597,4.0
Nevada,2006,242.0,21.0,2522658,0.9593056212930964,4.0
Nevada,2007,208.0,23.0,2601072,0.7996702897882104,8.0
Nevada,2008,163.0,26.0,2653630,0.6142529290066815,14.0
Nevada,2009,183.0,24.0,2684665,0.6816492933010264,8.0
Nevada,2010,175.0,24.0,2702405,0.6475713299819975,6.0
Nevada,2011,155.0,27.0,2712730,0.5713801226071153,13.0
Nevada,2012,136.0,28.0,2743996,0.49562754464656655,19.0
Nevada,2013,168.0,25.0,2775970,0.6051938601641949,7.0
Nevada,2014,185.0,22.0,2817628,0.6565806415893084,5.0
New York,1980,2197.0,3.0,17566754,1.2506579189302702,8.0
New York,1981,1818.0,3.0,17567734,1.0348517344354142,13.0
New York,1982,1992.0,2.0,17589738,1.1324784939946233,10.0
New York,1983,2086.0,3.0,17686905,1.179403632235261,6.0
New York,1984,1829.0,3.0,17745684,1.0306731484681007,7.0
New York,1985,1562.0,3.0,17791672,0.8779388468942099,13.0
New York,1986,1682.0,3.0,17833419,0.9431730393369886,14.0
New York,1987,1881.0,3.0,17868848,1.052669987455263,6.0
New York,1988,2143.0,2.0,17941309,1.194450193126934,3.0
New York,1989,1963.0,3.0,17983086,1.0915812780965404,8.0
New York,1990,2268.0,3.0,18002855,1.2598001816934037,5.0
New York,1991,2411.0,3.0,18029532,1.337250462186151,4.0
New York,1992,2447.0,2.0,18082032,1.3532771095637925,4.0
New York,1993,2511.0,2.0,18140894,1.3841655212802633,4.0
New York,1994,2062.0,3.0,18156652,1.1356719289437283,9.0
New York,1995,1601.0,3.0,18150928,0.8820485652303838,15.0
New York,1996,1355.0,4.0,18143805,0.7468113772166312,17.0
New York,1997,1113.0,3.0,18143184,0.6134535151051766,25.0
New York,1998,931.0,4.0,18159175,0.5126884894275208,24.0
New York,1999,925.0,3.0,18196601,0.5083366943090086,22.0
New York,2000,956.0,3.0,19001780,0.5031107612023715,23.0
New York,2001,949.0,3.0,19082838,0.497305484645418,24.0
New York,2002,903.0,4.0,19137800,0.4718410684613697,25.0
New York,2003,917.0,4.0,19175939,0.4782034402591706,26.0
New York,2004,902.0,4.0,19171567,0.47048840608595005,27.0
New York,2005,894.0,4.0,19132610,0.46726505165787624,27.0
New York,2006,944.0,4.0,19104631,0.49412103274855196,25.0
New York,2007,800.0,4.0,19132335,0.4181402844974228,28.0
New York,2008,838.0,4.0,19212436,0.4361758186208141,24.0
New York,2009,781.0,4.0,19307066,0.40451511379305377,29.0
New York,2010,863.0,4.0,19399878,0.44484815832346986,25.0
New York,2011,769.0,4.0,19499241,0.3943743246211481,27.0
New York,2012,682.0,6.0,19572932,0.3484403869588879,29.0
New York,2013,651.0,5.0,19624447,0.3317290927994047,31.0
New York,2014,642.0,5.0,19651049,0.3267001166197286,29.0
Ohio,1980,879.0,7.0,10800650,0.8138399077833278,26.0
Ohio,1981,797.0,7.0,10788330,0.7387612355202334,25.0
Ohio,1982,689.0,8.0,10757087,0.6405079739524279,27.0
Ohio,1983,589.0,8.0,10737632,0.5485380761791799,30.0
Ohio,1984,543.0,7.0,10737746,0.5056927217313578,28.0
Ohio,1985,540.0,8.0,10734926,0.503030947768061,30.0
Ohio,1986,546.0,9.0,10730268,0.5088409720987398,31.0
Ohio,1987,605.0,6.0,10760090,0.5622629550496324,25.0
Ohio,1988,559.0,8.0,10798552,0.5176619976456103,31.0
Ohio,1989,632.0,8.0,10829217,0.5836063678472784,26.0
Ohio,1990,634.0,9.0,10861837,0.5836950048136424,26.0
Ohio,1991,738.0,7.0,10933683,0.6749784130379489,23.0
Ohio,1992,686.0,10.0,11007609,0.6232052755507577,29.0
Ohio,1993,631.0,12.0,11070385,0.5699892099506928,30.0
Ohio,1994,623.0,11.0,11111451,0.560682848711658,30.0
Ohio,1995,553.0,12.0,11155493,0.4957199112580681,31.0
Ohio,1996,496.0,13.0,11187032,0.4433705025604647,30.0
Ohio,1997,380.0,18.0,11212498,0.3389075297939853,38.0
Ohio,1998,377.0,17.0,11237752,0.33547634793862685,32.0
Ohio,1999,372.0,15.0,11256654,0.33047120396522806,32.0
Ohio,2000,372.0,15.0,11363543,0.3273626896118579,29.0
Ohio,2001,452.0,12.0,11387404,0.39692980068152495,26.0
Ohio,2002,504.0,12.0,11407889,0.4417995301321743,26.0
Ohio,2003,497.0,12.0,11434788,0.43463857834530906,27.0
Ohio,2004,495.0,11.0,11452251,0.4322294368155221,28.0
Ohio,2005,565.0,9.0,11463320,0.49287640927759147,25.0
Ohio,2006,526.0,10.0,11481213,0.4581397453387547,28.0
Ohio,2007,505.0,12.0,11500468,0.43911256481040595,27.0
Ohio,2008,469.0,11.0,11515391,0.4072810033111338,27.0
Ohio,2009,520.0,8.0,11528896,0.45104058532577623,25.0
Ohio,2010,481.0,9.0,11539336,0.41683507612569737,27.0
Ohio,2011,499.0,10.0,11544663,0.4322343579886221,25.0
Ohio,2012,475.0,11.0,11548923,0.41129376306344756,24.0
Ohio,2013,474.0,10.0,11576684,0.4094436714347563,24.0
Ohio,2014,455.0,10.0,11602700,0.3921501029932688,26.0
Oklahoma,1980,320.0,21.0,3040758,1.0523691790007623,18.0
Oklahoma,1981,316.0,20.0,3096164,1.020617770893273,14.0
Oklahoma,1982,378.0,18.0,3206123,1.1789940685369837,8.0
Oklahoma,1983,272.0,19.0,3290402,0.8266467136842246,17.0
Oklahoma,1984,264.0,19.0,3285533,0.8035225943553147,16.0
Oklahoma,1985,283.0,19.0,3271332,0.8650910393686732,14.0
Oklahoma,1986,285.0,20.0,3252735,0.8761857329293656,17.0
Oklahoma,1987,268.0,19.0,3210122,0.8348592358795086,14.0
Oklahoma,1988,265.0,22.0,3167057,0.8367389661758535,17.0
Oklahoma,1989,240.0,21.0,3150307,0.7618305136610496,19.0
Oklahoma,1990,272.0,20.0,3147105,0.8642863838353027,15.0
Oklahoma,1991,246.0,24.0,3166471,0.7768901088940969,21.0
Oklahoma,1992,221.0,25.0,3204174,0.6897253395102763,22.0
Oklahoma,1993,301.0,22.0,3228829,0.9322265130795097,17.0
Oklahoma,1994,259.0,24.0,3246119,0.797875863454174,21.0
Oklahoma,1995,401.0,19.0,3265547,1.2279719140468657,4.0
Oklahoma,1996,235.0,22.0,3289634,0.7143651846983585,19.0
Oklahoma,1997,249.0,24.0,3314259,0.7512991591785676,15.0
Oklahoma,1998,215.0,21.0,3339478,0.6438131947567853,20.0
Oklahoma,1999,254.0,20.0,3358044,0.7563927095654495,7.0
Oklahoma,2000,202.0,22.0,3454365,0.5847673885070049,16.0
Oklahoma,2001,215.0,21.0,3467100,0.6201147933431398,16.0
Oklahoma,2002,186.0,25.0,3489080,0.5330918179004207,23.0
Oklahoma,2003,232.0,22.0,3504892,0.6619319511129016,13.0
Oklahoma,2004,205.0,24.0,3525233,0.5815218455063822,17.0
Oklahoma,2005,201.0,24.0,3548597,0.5664210390754431,19.0
Oklahoma,2006,223.0,22.0,3594090,0.6204630379317156,18.0
Oklahoma,2007,253.0,21.0,3634349,0.6961356765682107,13.0
Oklahoma,2008,212.0,21.0,3668976,0.5778178979639005,16.0
Oklahoma,2009,246.0,21.0,3717572,0.6617222208473702,10.0
Oklahoma,2010,209.0,21.0,3759944,0.5558593425859534,16.0
Oklahoma,2011,227.0,20.0,3788379,0.5992008719296564,10.0
Oklahoma,2012,239.0,20.0,3818814,0.6258487582794029,7.0
Oklahoma,2013,216.0,20.0,3853214,0.5605709934615623,12.0
Oklahoma,2014,199.0,21.0,3878187,0.5131263654898539,16.0
Oregon,1980,141.0,33.0,2641218,0.5338446125991871,36.0
Oregon,1981,118.0,34.0,2667982,0.44228184448021013,37.0
Oregon,1982,143.0,32.0,2664922,0.5366010712508659,34.0
Oregon,1983,113.0,33.0,2653066,0.42592231026291844,36.0
Oregon,1984,147.0,29.0,2666588,0.5512662623547394,25.0
Oregon,1985,133.0,31.0,2672652,0.4976330625910144,32.0
Oregon,1986,184.0,26.0,2683528,0.6856645430940166,24.0
Oregon,1987,166.0,28.0,2700991,0.6145892378019772,24.0
Oregon,1988,161.0,26.0,2741297,0.587313231656402,24.0
Oregon,1989,148.0,30.0,2790575,0.5303566469276045,27.0
Oregon,1990,125.0,30.0,2858547,0.4372850962394531,35.0
Oregon,1991,163.0,30.0,2918745,0.5584592007866395,30.0
Oregon,1992,163.0,31.0,2973934,0.5480955528939109,32.0
Oregon,1993,154.0,31.0,3034490,0.5074987889233447,33.0
Oregon,1994,178.0,30.0,3087142,0.576585074479891,29.0
Oregon,1995,146.0,33.0,3141421,0.4647578277473793,35.0
Oregon,1996,139.0,33.0,3195087,0.43504292684361956,32.0
Oregon,1997,113.0,34.0,3243254,0.3484155110885549,37.0
Oregon,1998,140.0,29.0,3282055,0.4265620167852154,28.0
Oregon,1999,95.0,31.0,3316154,0.28647644228826524,34.0
Oregon,2000,71.0,33.0,3429708,0.20701470795764537,37.0
Oregon,2001,102.0,31.0,3467937,0.294122990123523,34.0
Oregon,2002,76.0,34.0,3513424,0.21631320330253337,40.0
Oregon,2003,78.0,35.0,3547376,0.2198808358629026,41.0
Oregon,2004,105.0,33.0,3569463,0.29416189494049944,35.0
Oregon,2005,97.0,35.0,3613202,0.2684599421787102,39.0
Oregon,2006,107.0,35.0,3670883,0.2914830028633438,37.0
Oregon,2007,82.0,35.0,3722417,0.22028698020667756,40.0
Oregon,2008,80.0,34.0,3768748,0.2122720861145399,41.0
Oregon,2009,98.0,34.0,3808600,0.2573123982565772,39.0
Oregon,2010,93.0,35.0,3837491,0.24234584524107025,38.0
Oregon,2011,92.0,33.0,3872036,0.23760109668401844,39.0
Oregon,2012,97.0,32.0,3899001,0.2487816751008784,36.0
Oregon,2013,85.0,34.0,3922468,0.21670030195275017,39.0
Oregon,2014,84.0,34.0,3963244,0.21194758637116462,41.0
Pennsylvania,1980,844.0,8.0,11868305,0.711137774096638,31.0
Pennsylvania,1981,759.0,8.0,11858567,0.640043607292517,30.0
Pennsylvania,1982,704.0,7.0,11845146,0.5943362791813626,32.0
Pennsylvania,1983,613.0,7.0,11837723,0.5178360737111352,32.0
Pennsylvania,1984,561.0,6.0,11815172,0.47481323166518435,30.0
Pennsylvania,1985,581.0,6.0,11770862,0.49359171826158527,33.0
Pennsylvania,1986,560.0,8.0,11782752,0.47527097235009275,35.0
Pennsylvania,1987,524.0,8.0,11810866,0.4436592541139659,32.0
Pennsylvania,1988,572.0,7.0,11845752,0.4828735229304142,32.0
Pennsylvania,1989,745.0,7.0,11865996,0.6278444725583928,24.0
Pennsylvania,1990,784.0,5.0,11895604,0.6590669965140064,23.0
Pennsylvania,1991,733.0,8.0,11943160,0.6137404171090398,28.0
Pennsylvania,1992,772.0,7.0,11980819,0.6443632943624304,26.0
Pennsylvania,1993,834.0,7.0,12022128,0.6937207788837384,24.0
Pennsylvania,1994,734.0,9.0,12042545,0.6095057149464669,26.0
Pennsylvania,1995,725.0,8.0,12044780,0.6019205000008302,26.0
Pennsylvania,1996,703.0,8.0,12038008,0.5839836624132498,23.0
Pennsylvania,1997,739.0,7.0,12015888,0.6150190481136308,24.0
Pennsylvania,1998,628.0,8.0,12002329,0.5232317827648284,23.0
Pennsylvania,1999,596.0,7.0,11994016,0.49691446134472395,23.0
Pennsylvania,2000,604.0,7.0,12284173,0.49168959115115035,24.0
Pennsylvania,2001,657.0,7.0,12298970,0.534191074537136,22.0
Pennsylvania,2002,625.0,7.0,12331031,0.5068513735793868,24.0
Pennsylvania,2003,661.0,5.0,12374658,0.5341561762757403,22.0
Pennsylvania,2004,696.0,5.0,12410722,0.5608054068087256,20.0
Pennsylvania,2005,785.0,5.0,12449990,0.6305225947972649,16.0
Pennsylvania,2006,790.0,5.0,12510809,0.6314539691238192,14.0
Pennsylvania,2007,794.0,5.0,12563937,0.6319675114575948,19.0
Pennsylvania,2008,705.0,5.0,12612285,0.5589788051887504,18.0
Pennsylvania,2009,741.0,5.0,12666858,0.5849911635545294,16.0
Pennsylvania,2010,699.0,5.0,12711160,0.5499104723723091,17.0
Pennsylvania,2011,689.0,5.0,12745815,0.5405695908813991,16.0
Pennsylvania,2012,766.0,4.0,12767118,0.5999787892616015,10.0
Pennsylvania,2013,667.0,4.0,12776309,0.5220600096631978,17.0
Pennsylvania,2014,646.0,4.0,12788313,0.5051487244642824,18.0
Rhode Island,1980,,,948773,,
Rhode Island,1981,,,953013,,
Rhode Island,1982,,,954170,,
Rhode Island,1983,,,956382,,
Rhode Island,1984,,,961894,,
Rhode Island,1985,,,968955,,
Rhode Island,1986,,,977341,,
Rhode Island,1987,,,989604,,
Rhode Island,1988,,,996408,,
Rhode Island,1989,,,1000666,,
Rhode Island,1990,,,1004649,,
Rhode Island,1991,,,1003990,,
Rhode Island,1992,,,1000571,,
Rhode Island,1993,,,997852,,
Rhode Island,1994,,,993412,,
Rhode Island,1995,,,989203,,
Rhode Island,1996,,,987858,,
Rhode Island,1997,,,986966,,
Rhode Island,1998,,,987704,,
Rhode Island,1999,,,990819,,
Rhode Island,2000,,,1050268,,
Rhode Island,2001,,,1057142,,
Rhode Island,2002,,,1065995,,
Rhode Island,2003,,,1071342,,
Rhode Island,2004,,,1074579,,
Rhode Island,2005,,,1067916,,
Rhode Island,2006,,,1063096,,
Rhode Island,2007,,,1057315,,
Rhode Island,2008,,,1055003,,
Rhode Island,2009,,,1053646,,
Rhode Island,2010,,,1053959,,
Rhode Island,2011,,,1053649,,
Rhode Island,2012,,,1054621,,
Rhode Island,2013,,,1055081,,
Rhode Island,2014,,,1055936,,
South Carolina,1980,367.0,20.0,3134502,1.1708398973744474,9.0
South Carolina,1981,336.0,19.0,3179255,1.0568513692673285,11.0
South Carolina,1982,368.0,19.0,3207614,1.147270213934719,9.0
South Carolina,1983,333.0,18.0,3234066,1.029663587570569,9.0
South Carolina,1984,319.0,17.0,3271868,0.9749782081673222,10.0
South Carolina,1985,323.0,17.0,3303209,0.9778370063777376,9.0
South Carolina,1986,322.0,18.0,3342758,0.9632764322155538,12.0
South Carolina,1987,326.0,18.0,3380506,0.9643526738304857,7.0
South Carolina,1988,345.0,18.0,3412096,1.0111087144089732,8.0
South Carolina,1989,336.0,18.0,3456775,0.9720042525186048,10.0
South Carolina,1990,422.0,18.0,3499064,1.2060368144166553,6.0
South Carolina,1991,382.0,17.0,3559470,1.0731934810519543,12.0
South Carolina,1992,371.0,19.0,3600576,1.0303906930446685,11.0
South Carolina,1993,392.0,19.0,3634507,1.0785506810139587,11.0
South Carolina,1994,364.0,21.0,3666456,0.9927843126986933,14.0
South Carolina,1995,301.0,22.0,3699943,0.8135260462120633,18.0
South Carolina,1996,346.0,19.0,3738974,0.9253875528420363,7.0
South Carolina,1997,324.0,20.0,3790066,0.8548663796356053,11.0
South Carolina,1998,310.0,20.0,3839578,0.8073803944079271,8.0
South Carolina,1999,278.0,19.0,3885736,0.715437178439297,11.0
South Carolina,2000,288.0,19.0,4024223,0.7156661049847386,5.0
South Carolina,2001,333.0,20.0,4064995,0.8191891994947104,5.0
South Carolina,2002,311.0,19.0,4107795,0.7570971774394779,8.0
South Carolina,2003,308.0,19.0,4150297,0.7421155642596181,7.0
South Carolina,2004,293.0,19.0,4210921,0.6958097765310725,8.0
South Carolina,2005,321.0,20.0,4270150,0.7517300329028254,7.0
South Carolina,2006,373.0,17.0,4357847,0.8559272503142034,5.0
South Carolina,2007,369.0,19.0,4444110,0.8303124810141963,6.0
South Carolina,2008,307.0,20.0,4528996,0.6778544295468576,7.0
South Carolina,2009,315.0,19.0,4589872,0.6862936482760303,7.0
South Carolina,2010,278.0,19.0,4635649,0.5997002792920689,11.0
South Carolina,2011,334.0,17.0,4671994,0.7148981783795099,4.0
South Carolina,2012,349.0,17.0,4717354,0.7398215185885986,2.0
South Carolina,2013,318.0,19.0,4764080,0.6674950882436903,5.0
South Carolina,2014,336.0,18.0,4823617,0.6965727171124906,4.0
South Dakota,1980,5.0,51.0,690851,0.07237450622493127,50.0
South Dakota,1981,10.0,49.0,689584,0.14501496554444418,49.0
South Dakota,1982,16.0,48.0,690597,0.23168360128989843,43.0
South Dakota,1983,11.0,50.0,693008,0.15872832636852677,49.0
South Dakota,1984,10.0,51.0,697249,0.14342078654827758,49.0
South Dakota,1985,9.0,50.0,698402,0.12886561035048583,49.0
South Dakota,1986,18.0,48.0,696034,0.2586080565029869,43.0
South Dakota,1987,11.0,48.0,696036,0.15803780264239206,47.0
South Dakota,1988,13.0,47.0,698165,0.18620240201098592,46.0
South Dakota,1989,8.0,49.0,696701,0.11482687695295399,48.0
South Dakota,1990,14.0,47.0,696667,0.2009568416474442,43.0
South Dakota,1991,12.0,47.0,701445,0.1710754228770609,45.0
South Dakota,1992,6.0,50.0,708698,0.08466229621079784,49.0
South Dakota,1993,21.0,45.0,716258,0.29319044255003085,41.0
South Dakota,1994,9.0,47.0,723038,0.12447478555760555,45.0
South Dakota,1995,13.0,46.0,728251,0.17850988189511582,45.0
South Dakota,1996,6.0,48.0,730699,0.08211315466423248,47.0
South Dakota,1997,5.0,49.0,730855,0.0684130231030779,48.0
South Dakota,1998,6.0,48.0,730789,0.08210304205454652,47.0
South Dakota,1999,14.0,46.0,733133,0.19096125805276803,42.0
South Dakota,2000,8.0,49.0,755844,0.10584194622170712,48.0
South Dakota,2001,10.0,48.0,757972,0.13193099481247328,47.0
South Dakota,2002,12.0,50.0,760020,0.15789058182679402,45.0
South Dakota,2003,11.0,49.0,763729,0.1440301468190942,46.0
South Dakota,2004,16.0,47.0,770396,0.20768539815886894,45.0
South Dakota,2005,15.0,48.0,775493,0.19342534362012292,43.0
South Dakota,2006,11.0,49.0,783033,0.14047939231169057,47.0
South Dakota,2007,15.0,47.0,791623,0.1894841357565407,46.0
South Dakota,2008,24.0,44.0,799124,0.3003288601018115,33.0
South Dakota,2009,18.0,47.0,807067,0.2230298104122706,40.0
South Dakota,2010,17.0,47.0,816166,0.20829096041736608,41.0
South Dakota,2011,19.0,46.0,823579,0.23070039425483166,40.0
South Dakota,2012,16.0,46.0,833566,0.1919464085627293,42.0
South Dakota,2013,13.0,48.0,842316,0.1543363773215753,47.0
South Dakota,2014,20.0,45.0,849129,0.23553547223095667,39.0
Tennessee,1980,497.0,14.0,4600252,1.080375596815131,12.0
Tennessee,1981,426.0,17.0,4627658,0.9205520373372448,17.0
Tennessee,1982,418.0,17.0,4646041,0.8996907259320355,19.0
Tennessee,1983,393.0,14.0,4659749,0.8433930668797825,16.0
Tennessee,1984,343.0,16.0,4686737,0.7318524593976578,19.0
Tennessee,1985,387.0,14.0,4715296,0.8207332052961256,17.0
Tennessee,1986,454.0,12.0,4738708,0.9580670511877921,13.0
Tennessee,1987,404.0,11.0,4782927,0.8446710560290801,12.0
Tennessee,1988,407.0,14.0,4822437,0.843971626793673,16.0
Tennessee,1989,371.0,17.0,4854444,0.7642481816661186,18.0
Tennessee,1990,433.0,17.0,4890626,0.8853672311070198,14.0
