,Year,State,Year
,,,count
1103,2002,California,2549
1104,2002,Colorado,181
1105,2002,Connecticut,86
1106,2002,Delaware,30
1107,2002,District of Columbia,252
1108,2002,Florida,960
1109,2002,Georgia,603
1110,2002,Hawaii,25
1111,2002,Idaho,36
1112,2002,Illinois,668
1113,2002,Indiana,335
1114,2002,Iowa,49
1115,2002,Kansas,75
1116,2002,Kentucky,87
1117,2002,Louisiana,577
1118,2002,Maine,16
1119,2002,Maryland,546
1120,2002,Massachusetts,171
1121,2002,Michigan,694
1122,2002,Minnesota,116
1123,2002,Mississippi,194
1124,2002,Missouri,352
1125,2002,Montana,13
1126,2002,Nebraska,23
1127,2002,Nevada,191
1128,2002,New Hampshire,14
1129,2002,New Jersey,349
1130,2002,New Mexico,149
1131,2002,New York,903
1132,2002,North Carolina,572
1133,2002,North Dakota,5
1134,2002,Ohio,504
1135,2002,Oklahoma,186
1136,2002,Oregon,76
1137,2002,Pennsylvania,625
1138,2002,Rhodes Island,41
1139,2002,South Carolina,311
1140,2002,South Dakota,12
1141,2002,Tennessee,457
1142,2002,Texas,1383
1143,2002,Utah,57
1144,2002,Vermont,13
1145,2002,Virginia,391
1146,2002,Washington,208
1147,2002,West Virginia,76
1148,2002,Wisconsin,166
1149,2002,Wyoming,16
1150,2003,Alabama,295
1151,2003,Alaska,44
1152,2003,Arizona,482
1153,2003,Arkansas,157
1154,2003,California,2584
1155,2003,Colorado,190
1156,2003,Connecticut,110
1157,2003,Delaware,21
1158,2003,District of Columbia,243
1159,2003,Florida,976
1160,2003,Georgia,643
1161,2003,Hawaii,23
1162,2003,Idaho,28
1163,2003,Illinois,624
1164,2003,Indiana,330
1165,2003,Iowa,51
1166,2003,Kansas,93
1167,2003,Kentucky,82
1168,2003,Louisiana,601
1169,2003,Maine,16
1170,2003,Maryland,542
1171,2003,Massachusetts,143
1172,2003,Michigan,636
1173,2003,Minnesota,126
1174,2003,Mississippi,191
1175,2003,Missouri,323
1176,2003,Montana,22
1177,2003,Nebraska,21
1178,2003,Nevada,202
1179,2003,New Hampshire,11
1180,2003,New Jersey,421
1181,2003,New Mexico,113
1182,2003,New York,917
1183,2003,North Carolina,521
1184,2003,North Dakota,8
1185,2003,Ohio,497
1186,2003,Oklahoma,232
1187,2003,Oregon,78
1188,2003,Pennsylvania,661
1189,2003,Rhodes Island,25
1190,2003,South Carolina,308
1191,2003,South Dakota,11
1192,2003,Tennessee,426
1193,2003,Texas,1510
1194,2003,Utah,61
1195,2003,Vermont,15
1196,2003,Virginia,419
1197,2003,Washington,204
1198,2003,West Virginia,65
1199,2003,Wisconsin,193
1200,2003,Wyoming,17
1201,2004,Alabama,253
1202,2004,Alaska,44
1203,2004,Arizona,458
1204,2004,Arkansas,157
1205,2004,California,2566
1206,2004,Colorado,216
1207,2004,Connecticut,103
1208,2004,Delaware,28
1209,2004,District of Columbia,189
1210,2004,Florida,1011
1211,2004,Georgia,549
1212,2004,Hawaii,34
1213,2004,Idaho,32
1214,2004,Illinois,472
1215,2004,Indiana,308
1216,2004,Iowa,47
1217,2004,Kansas,75
1218,2004,Kentucky,219
1219,2004,Louisiana,586
1220,2004,Maine,18
1221,2004,Maryland,539
1222,2004,Massachusetts,172
1223,2004,Michigan,663
1224,2004,Minnesota,121
1225,2004,Mississippi,181
1226,2004,Missouri,377
1227,2004,Montana,29
1228,2004,Nebraska,30
1229,2004,Nevada,187
1230,2004,New Hampshire,14
1231,2004,New Jersey,418
1232,2004,New Mexico,158
1233,2004,New York,902
1234,2004,North Carolina,503
1235,2004,North Dakota,8
1236,2004,Ohio,495
1237,2004,Oklahoma,205
1238,2004,Oregon,105
1239,2004,Pennsylvania,696
1240,2004,Rhodes Island,30
1241,2004,South Carolina,293
1242,2004,South Dakota,16
1243,2004,Tennessee,382
1244,2004,Texas,1431
1245,2004,Utah,58
1246,2004,Vermont,16
1247,2004,Virginia,392
1248,2004,Washington,208
1249,2004,West Virginia,66
1250,2004,Wisconsin,160
1251,2004,Wyoming,13
1252,2005,Alabama,327
1253,2005,Alaska,37
1254,2005,Arizona,473
1255,2005,Arkansas,181
1256,2005,California,2651
1257,2005,Colorado,177
1258,2005,Connecticut,111
1259,2005,Delaware,41
1260,2005,District of Columbia,187
1261,2005,Florida,960
1262,2005,Georgia,532
1263,2005,Hawaii,25
1264,2005,Idaho,42
1265,2005,Illinois,468
1266,2005,Indiana,347
1267,2005,Iowa,42
1268,2005,Kansas,100
1269,2005,Kentucky,180
1270,2005,Louisiana,433
1271,2005,Maine,20
1272,2005,Maryland,576
1273,2005,Massachusetts,178
1274,2005,Michigan,650
1275,2005,Minnesota,120
1276,2005,Mississippi,164
1277,2005,Missouri,425
1278,2005,Montana,23
1279,2005,Nebraska,15
1280,2005,Nevada,225
1281,2005,New Hampshire,18
1282,2005,New Jersey,434
1283,2005,New Mexico,139
1284,2005,New York,894
1285,2005,North Carolina,593
1286,2005,North Dakota,11
1287,2005,Ohio,565
1288,2005,Oklahoma,201
1289,2005,Oregon,97
1290,2005,Pennsylvania,785
1291,2005,Rhodes Island,34
1292,2005,South Carolina,321
1293,2005,South Dakota,15
1294,2005,Tennessee,463
1295,2005,Texas,1480
1296,2005,Utah,60
1297,2005,Vermont,10
1298,2005,Virginia,465
1299,2005,Washington,226
1300,2005,West Virginia,78
1301,2005,Wisconsin,220
1302,2005,Wyoming,17
1303,2006,Alabama,358
1304,2006,Alaska,42
1305,2006,Arizona,509
1306,2006,Arkansas,205
1307,2006,California,2649
1308,2006,Colorado,176
1309,2006,Connecticut,113
1310,2006,Delaware,42
1311,2006,District of Columbia,166
1312,2006,Florida,1210
1313,2006,Georgia,586
1314,2006,Hawaii,23
1315,2006,Idaho,33
1316,2006,Illinois,507
1317,2006,Indiana,352
1318,2006,Iowa,54
1319,2006,Kansas,129
1320,2006,Kentucky,159
1321,2006,Louisiana,516
1322,2006,Maine,26
1323,2006,Maryland,571
1324,2006,Massachusetts,188
1325,2006,Michigan,734
1326,2006,Minnesota,124
1327,2006,Mississippi,180
1328,2006,Missouri,356
1329,2006,Montana,21
1330,2006,Nebraska,17
1331,2006,Nevada,242
1332,2006,New Hampshire,12
1333,2006,New Jersey,447
1334,2006,New Mexico,111
1335,2006,New York,944
1336,2006,North Carolina,560
1337,2006,North Dakota,7
1338,2006,Ohio,526
1339,2006,Oklahoma,223
1340,2006,Oregon,107
1341,2006,Pennsylvania,790
1342,2006,Rhodes Island,28
1343,2006,South Carolina,373
1344,2006,South Dakota,11
1345,2006,Tennessee,444
1346,2006,Texas,1464
1347,2006,Utah,52
1348,2006,Vermont,14
1349,2006,Virginia,408
1350,2006,Washington,207
1351,2006,West Virginia,76
1352,2006,Wisconsin,174
1353,2006,Wyoming,9
1354,2007,Alabama,392
1355,2007,Alaska,53
1356,2007,Arizona,516
1357,2007,Arkansas,198
1358,2007,California,2425
1359,2007,Colorado,161
1360,2007,Connecticut,109
1361,2007,Delaware,39
1362,2007,District of Columbia,174
1363,2007,Florida,1349
1364,2007,Georgia,696
1365,2007,Hawaii,26
1366,2007,Idaho,51
1367,2007,Illinois,486
1368,2007,Indiana,346
1369,2007,Iowa,43
1370,2007,Kansas,106
1371,2007,Kentucky,209
1372,2007,Louisiana,607
1373,2007,Maine,26
1374,2007,Maryland,581
1375,2007,Massachusetts,187
1376,2007,Michigan,674
1377,2007,Minnesota,111
1378,2007,Mississippi,154
1379,2007,Missouri,401
1380,2007,Montana,15
1381,2007,Nebraska,23
1382,2007,Nevada,208
1383,2007,New Hampshire,11
1384,2007,New Jersey,390
1385,2007,New Mexico,164
1386,2007,New York,800
1387,2007,North Carolina,575
1388,2007,North Dakota,13
1389,2007,Ohio,505
1390,2007,Oklahoma,253
1391,2007,Oregon,82
1392,2007,Pennsylvania,794
1393,2007,Rhodes Island,19
1394,2007,South Carolina,369
1395,2007,South Dakota,15
1396,2007,Tennessee,445
1397,2007,Texas,1533
1398,2007,Utah,65
1399,2007,Vermont,13
1400,2007,Virginia,427
1401,2007,Washington,186
1402,2007,West Virginia,62
1403,2007,Wisconsin,198
1404,2007,Wyoming,18
1405,2008,Alabama,338
1406,2008,Alaska,27
1407,2008,Arizona,403
1408,2008,Arkansas,160
1409,2008,California,2142
1410,2008,Colorado,152
1411,2008,Connecticut,132
1412,2008,Delaware,57
1413,2008,Florida,1296
1414,2008,Georgia,619
1415,2008,Hawaii,26
1416,2008,Idaho,23
1417,2008,Illinois,530
1418,2008,Indiana,308
1419,2008,Iowa,77
1420,2008,Kansas,110
1421,2008,Kentucky,191
1422,2008,Louisiana,396
1423,2008,Maine,31
1424,2008,Maryland,493
1425,2008,Massachusetts,166
1426,2008,Michigan,553
1427,2008,Minnesota,106
1428,2008,Mississippi,185
1429,2008,Missouri,457
1430,2008,Montana,28
1431,2008,Nebraska,22
1432,2008,Nevada,163
1433,2008,New Hampshire,13
1434,2008,New Jersey,378
1435,2008,New Mexico,138
1436,2008,New York,838
1437,2008,North Carolina,587
1438,2008,North Dakota,3
1439,2008,Ohio,469
1440,2008,Oklahoma,212
1441,2008,Oregon,80
1442,2008,Pennsylvania,705
1443,2008,Rhodes Island,31
1444,2008,South Carolina,307
1445,2008,South Dakota,24
1446,2008,Tennessee,412
1447,2008,Texas,1368
1448,2008,Utah,40
1449,2008,Vermont,17
1450,2008,Virginia,370
1451,2008,Washington,192
1452,2008,West Virginia,64
1453,2008,Wisconsin,146
1454,2008,Wyoming,10
1455,2009,Alabama,318
1456,2009,Alaska,36
1457,2009,Arizona,370
1458,2009,Arkansas,173
1459,2009,California,2132
1460,2009,Colorado,165
1461,2009,Connecticut,106
1462,2009,Delaware,44
1463,2009,District of Columbia,157
1464,2009,Florida,1162
1465,2009,Georgia,584
1466,2009,Hawaii,24
1467,2009,Idaho,22
1468,2009,Illinois,500
1469,2009,Indiana,306
1470,2009,Iowa,44
1471,2009,Kansas,127
1472,2009,Kentucky,190
1473,2009,Louisiana,520
1474,2009,Maine,27
1475,2009,Maryland,469
1476,2009,Massachusetts,173
1477,2009,Michigan,646
1478,2009,Minnesota,89
1479,2009,Mississippi,162
1480,2009,Missouri,422
1481,2009,Montana,28
1482,2009,Nebraska,47
1483,2009,Nevada,183
1484,2009,New Hampshire,11
1485,2009,New Jersey,334
1486,2009,New Mexico,156
1487,2009,New York,781
1488,2009,North Carolina,506
1489,2009,North Dakota,9
1490,2009,Ohio,520
1491,2009,Oklahoma,246
1492,2009,Oregon,98
1493,2009,Pennsylvania,741
1494,2009,Rhodes Island,32
1495,2009,South Carolina,315
1496,2009,South Dakota,18
1497,2009,Tennessee,486
1498,2009,Texas,1470
1499,2009,Utah,41
1500,2009,Vermont,8
1501,2009,Virginia,392
1502,2009,Washington,207
1503,2009,West Virginia,77
1504,2009,Wisconsin,154
1505,2009,Wyoming,12
1506,2010,Alabama,191
1507,2010,Alaska,43
1508,2010,Arizona,400
1509,2010,Arkansas,141
1510,2010,California,1948
1511,2010,Colorado,145
1512,2010,Connecticut,134
1513,2010,Delaware,52
1514,2010,District of Columbia,134
1515,2010,Florida,1130
1516,2010,Georgia,565
1517,2010,Hawaii,27
1518,2010,Idaho,22
1519,2010,Illinois,472
1520,2010,Indiana,291
1521,2010,Iowa,39
1522,2010,Kansas,107
1523,2010,Kentucky,189
1524,2010,Louisiana,493
1525,2010,Maine,27
1526,2010,Maryland,445
1527,2010,Massachusetts,219
1528,2010,Michigan,606
1529,2010,Minnesota,105
1530,2010,Mississippi,174
1531,2010,Missouri,450
1532,2010,Montana,23
1533,2010,Nebraska,58
1534,2010,Nevada,175
1535,2010,New Hampshire,13
1536,2010,New Jersey,392
1537,2010,New Mexico,142
1538,2010,New York,863
1539,2010,North Carolina,468
1540,2010,North Dakota,9
1541,2010,Ohio,481
1542,2010,Oklahoma,209
1543,2010,Oregon,93
1544,2010,Pennsylvania,699
1545,2010,Rhodes Island,30
1546,2010,South Carolina,278
1547,2010,South Dakota,17
1548,2010,Tennessee,397
1549,2010,Texas,1363
1550,2010,Utah,58
1551,2010,Vermont,7
1552,2010,Virginia,387
1553,2010,Washington,175
1554,2010,West Virginia,57
1555,2010,Wisconsin,170
1556,2010,Wyoming,8
1557,2011,Alaska,36
1558,2011,Arizona,379
1559,2011,Arkansas,160
1560,2011,California,1931
1561,2011,Colorado,167
1562,2011,Connecticut,130
1563,2011,Delaware,48
1564,2011,District of Columbia,116
1565,2011,Florida,1136
1566,2011,Georgia,557
1567,2011,Hawaii,24
1568,2011,Idaho,31
1569,2011,Illinois,486
1570,2011,Indiana,307
1571,2011,Iowa,47
1572,2011,Kansas,117
1573,2011,Kentucky,161
1574,2011,Louisiana,509
1575,2011,Maine,35
1576,2011,Maryland,429
1577,2011,Massachusetts,184
1578,2011,Michigan,668
1579,2011,Minnesota,82
1580,2011,Mississippi,195
1581,2011,Missouri,402
1582,2011,Montana,19
1583,2011,Nebraska,71
1584,2011,Nevada,155
1585,2011,New Hampshire,17
1586,2011,New Jersey,398
1587,2011,New Mexico,132
1588,2011,New York,769
1589,2011,North Carolina,507
1590,2011,North Dakota,14
1591,2011,Ohio,499
1592,2011,Oklahoma,227
1593,2011,Oregon,92
1594,2011,Pennsylvania,689
1595,2011,Rhodes Island,20
1596,2011,South Carolina,334
1597,2011,South Dakota,19
1598,2011,Tennessee,421
1599,2011,Texas,1217
1600,2011,Utah,55
1601,2011,Vermont,11
1602,2011,Virginia,319
1603,2011,Washington,183
1604,2011,West Virginia,84
1605,2011,Wisconsin,147
1606,2011,Wyoming,20
1607,2012,Alabama,2
1608,2012,Alaska,40
1609,2012,Arizona,365
1610,2012,Arkansas,176
1611,2012,California,2047
1612,2012,Colorado,172
1613,2012,Connecticut,145
1614,2012,Delaware,57
1615,2012,Florida,1170
1616,2012,Georgia,584
1617,2012,Hawaii,23
1618,2012,Idaho,29
1619,2012,Illinois,528
1620,2012,Indiana,307
1621,2012,Iowa,51
1622,2012,Kansas,90
1623,2012,Kentucky,211
1624,2012,Louisiana,511
1625,2012,Maine,33
1626,2012,Maryland,403
1627,2012,Massachusetts,122
1628,2012,Michigan,731
1629,2012,Minnesota,116
1630,2012,Mississippi,179
1631,2012,Missouri,423
1632,2012,Montana,23
1633,2012,Nebraska,56
1634,2012,Nevada,136
1635,2012,New Hampshire,15
1636,2012,New Jersey,405
1637,2012,New Mexico,112
1638,2012,New York,682
1639,2012,North Carolina,503
1640,2012,North Dakota,14
1641,2012,Ohio,475
1642,2012,Oklahoma,239
1643,2012,Oregon,97
1644,2012,Pennsylvania,766
1645,2012,Rhodes Island,37
1646,2012,South Carolina,349
1647,2012,South Dakota,16
1648,2012,Tennessee,440
1649,2012,Texas,1267
1650,2012,Utah,57
1651,2012,Vermont,10
1652,2012,Virginia,334
1653,2012,Washington,215
1654,2012,West Virginia,72
1655,2012,Wisconsin,181
1656,2012,Wyoming,17
1657,2013,Alabama,2
1658,2013,Alaska,41
1659,2013,Arizona,383
1660,2013,Arkansas,156
1661,2013,California,1930
1662,2013,Colorado,186
1663,2013,Connecticut,93
1664,2013,Delaware,41
1665,2013,District of Columbia,115
1666,2013,Florida,1129
1667,2013,Georgia,567
1668,2013,Hawaii,24
1669,2013,Idaho,30
1670,2013,Illinois,453
1671,2013,Indiana,350
1672,2013,Iowa,42
1673,2013,Kansas,118
1674,2013,Kentucky,174
1675,2013,Louisiana,478
1676,2013,Maine,30
1677,2013,Maryland,406
1678,2013,Massachusetts,136
1679,2013,Michigan,645
1680,2013,Minnesota,127
1681,2013,Mississippi,147
1682,2013,Missouri,405
1683,2013,Montana,16
1684,2013,Nebraska,64
1685,2013,Nevada,168
1686,2013,New Hampshire,23
1687,2013,New Jersey,420
1688,2013,New Mexico,119
1689,2013,New York,651
1690,2013,North Carolina,477
1691,2013,North Dakota,11
1692,2013,Ohio,474
1693,2013,Oklahoma,216
1694,2013,Oregon,85
1695,2013,Pennsylvania,667
1696,2013,Rhodes Island,31
1697,2013,South Carolina,318
1698,2013,South Dakota,13
1699,2013,Tennessee,363
1700,2013,Texas,1272
1701,2013,Utah,51
1702,2013,Vermont,11
1703,2013,Virginia,336
1704,2013,Washington,194
1705,2013,West Virginia,58
1706,2013,Wisconsin,182
1707,2013,Wyoming,17
1708,2014,Alabama,1
1709,2014,Alaska,48
1710,2014,Arizona,313
1711,2014,Arkansas,169
1712,2014,California,1872
1713,2014,Colorado,165
1714,2014,Connecticut,90
1715,2014,Delaware,53
1716,2014,District of Columbia,114
1717,2014,Florida,1156
1718,2014,Georgia,608
1719,2014,Hawaii,15
1720,2014,Idaho,30
1721,2014,Illinois,456
1722,2014,Indiana,337
1723,2014,Iowa,63
1724,2014,Kansas,93
1725,2014,Kentucky,168
1726,2014,Louisiana,452
1727,2014,Maine,29
1728,2014,Maryland,337
1729,2014,Massachusetts,132
1730,2014,Michigan,576
1731,2014,Minnesota,110
1732,2014,Mississippi,173
1733,2014,Missouri,439
1734,2014,Montana,30
1735,2014,Nebraska,57
1736,2014,Nevada,185
1737,2014,New Hampshire,16
1738,2014,New Jersey,359
1739,2014,New Mexico,128
1740,2014,New York,642
1741,2014,North Carolina,493
1742,2014,North Dakota,15
1743,2014,Ohio,455
1744,2014,Oklahoma,199
1745,2014,Oregon,84
1746,2014,Pennsylvania,646
1747,2014,Rhodes Island,27
1748,2014,South Carolina,336
1749,2014,South Dakota,20
1750,2014,Tennessee,414
1751,2014,Texas,1324
1752,2014,Utah,72
1753,2014,Vermont,11
1754,2014,Virginia,354
1755,2014,Washington,206
1756,2014,West Virginia,74
1757,2014,Wisconsin,171
1758,2014,Wyoming,14
